english;ipa;portuguese;level;tags
grantor;;concedente;B1;pack:inedita_missing
granularity;;granularidade;B1;pack:inedita_missing
grapefruit;;toranja;B1;pack:inedita_missing
grapevine;;videira;B1;pack:inedita_missing
grapevines;;videiras;B1;pack:inedita_missing
grapheme;;grafema;B1;pack:inedita_missing
grappled;;lutar;B1;pack:inedita_missing
grappler;;lutador;B1;pack:inedita_missing
grappling;;luta;B1;pack:inedita_missing
graspable;;apreensível;B1;pack:inedita_missing
graspless;;sem grama;B1;pack:inedita_missing
grasps;;agarrar;B1;pack:inedita_missing
grassfield;;campo de grama;B1;pack:inedita_missing
grassfire;;fogo de grama;B1;pack:inedita_missing
grasshopper;;gafanhoto;B1;pack:inedita_missing
grasstops;;elite;B1;pack:inedita_missing
grat;;grato;B1;pack:inedita_missing
gratefulness;;gratidão;B1;pack:inedita_missing
gratingly;;irritantemente;B1;pack:inedita_missing
gratious;;gracioso;B1;pack:inedita_missing
gratiously;;gratuitamente;B1;pack:inedita_missing
gratis;;grátis;B1;pack:inedita_missing
grattoir;;raspador;B1;pack:inedita_missing
gratuitious;;gratuito;B1;pack:inedita_missing
gratuitously;;gratuitamente;B1;pack:inedita_missing
gratuity;;gorjeta;B1;pack:inedita_missing
gratulant;;parabenizador;B1;pack:inedita_missing
gratulate;;parabenizar;B1;pack:inedita_missing
gratulation;;parabéns;B1;pack:inedita_missing
graunch;;ranger;B1;pack:inedita_missing
graupel;;granizo;B1;pack:inedita_missing
grav;;gravidade;B1;pack:inedita_missing
gravamen;;gravame;B1;pack:inedita_missing
gravedigger;;coveiro;B1;pack:inedita_missing
gravelly;;graveloso;B1;pack:inedita_missing
graven;;gravado;B1;pack:inedita_missing
graveness;;gravidade;B1;pack:inedita_missing
graveolent;;fétido;B1;pack:inedita_missing
graver;;gravador;B1;pack:inedita_missing
graverobbing;;profanação;B1;pack:inedita_missing
gravest;;mais grave;B1;pack:inedita_missing
gravette;;gravete;B1;pack:inedita_missing
gravid;;grávida;B1;pack:inedita_missing
gravidated;;grávida;B1;pack:inedita_missing
gravidic;;gravídico;B1;pack:inedita_missing
gravied;;gravy;B1;pack:inedita_missing
gravitas;;gravidade;B1;pack:inedita_missing
gravitate;;gravitacional;B1;pack:inedita_missing
grayback;;canguru;B1;pack:inedita_missing
graywether;;carcaju;B1;pack:inedita_missing
grazier;;pecuarista;B1;pack:inedita_missing
grazioso;;gracioso;B1;pack:inedita_missing
greaseball;;gorduroso;B1;pack:inedita_missing
greased;;engraxado;B1;pack:inedita_missing
greasepaint;;pintura de rosto;B1;pack:inedita_missing
greaser;;moleque;B1;pack:inedita_missing
great-hearted;;generoso;B1;pack:inedita_missing
greatcoat;;casaco;B1;pack:inedita_missing
greatful;;grato;B1;pack:inedita_missing
greathearted;;generoso;B1;pack:inedita_missing
greave;;greva;B1;pack:inedita_missing
greaves;;grevas;B1;pack:inedita_missing
grebe;;mergulho;B1;pack:inedita_missing
grecize;;greguizar;B1;pack:inedita_missing
gree;;verde;B1;pack:inedita_missing
greedily;;gananciosamente;B1;pack:inedita_missing
greediness;;ganância;B1;pack:inedita_missing
greedless;;desinteressado;B1;pack:inedita_missing
green-eyed;;verde-olho;B1;pack:inedita_missing
greenage;;verdejo;B1;pack:inedita_missing
greenery;;vegetação;B1;pack:inedita_missing
greenfield;;campo verde;B1;pack:inedita_missing
greenfinch;;verdilhão;B1;pack:inedita_missing
greenhorn;;novato;B1;pack:inedita_missing
greenie;;verdeiro;B1;pack:inedita_missing
greenly;;verdeiramente;B1;pack:inedita_missing
greenness;;verdejante;B1;pack:inedita_missing
greensickness;;anemia;B1;pack:inedita_missing
greensward;;gramado;B1;pack:inedita_missing
greenth;;verde;B1;pack:inedita_missing
greenwash;;greenwashing;B1;pack:inedita_missing
greenway;;caminho verde;B2;pack:inedita_missing
greeter;;recepcionista;B2;pack:inedita_missing
greeze;;gripe;B2;pack:inedita_missing
gregarian;;gregariano;B2;pack:inedita_missing
gregarious;;gregário;B2;pack:inedita_missing
gregariously;;gregariamente;B2;pack:inedita_missing
gregariousness;;gregariedade;B2;pack:inedita_missing
gregorian;;gregoriano;B2;pack:inedita_missing
gren;;verde;B2;pack:inedita_missing
grenadier;;granadeiro;B2;pack:inedita_missing
grenadiers;;grenadeiros;B2;pack:inedita_missing
grenadine;;granadina;B2;pack:inedita_missing
grenado;;granada;B2;pack:inedita_missing
greyhound;;galgo;B2;pack:inedita_missing
greyly;;acinzentadamente;B2;pack:inedita_missing
greyscale;;escala de cinza;B2;pack:inedita_missing
greywacke;;grauwacke;B2;pack:inedita_missing
gride;;grade;B2;pack:inedita_missing
gridelin;;gridelino;B2;pack:inedita_missing
gridiron;;grelha;B2;pack:inedita_missing
gridlock;;engarrafamento;B2;pack:inedita_missing
gridlocked;;engarrafado;B2;pack:inedita_missing
grief-stricken;;aflito;B2;pack:inedita_missing
grief-struck;;aflito;B2;pack:inedita_missing
griefe;;luto;B2;pack:inedita_missing
griesly;;grisalho;B2;pack:inedita_missing
grievancer;;queixa;B2;pack:inedita_missing
griever;;enlutado;B2;pack:inedita_missing
grievious;;grievoso;B2;pack:inedita_missing
grievously;;gravesmente;B2;pack:inedita_missing
griff;;griffo;B2;pack:inedita_missing
griffe;;grife;B2;pack:inedita_missing
griffon;;grifon;B2;pack:inedita_missing
griffonage;;garranchos;B2;pack:inedita_missing
grift;;golpe;B2;pack:inedita_missing
grifter;;estelionatário;B2;pack:inedita_missing
grig;;grilo;B2;pack:inedita_missing
grike;;fenda;B2;pack:inedita_missing
grille;;grade;B2;pack:inedita_missing
grilles;;grelhas;B2;pack:inedita_missing
grimaced;;grimaceou;B2;pack:inedita_missing
grimacing;;grimaceando;B2;pack:inedita_missing
grimalkin;;gato velho;B2;pack:inedita_missing
grime;;sujeira;B2;pack:inedita_missing
grimey;;sujo;B2;pack:inedita_missing
grimful;;sombrio;B2;pack:inedita_missing
grimness;;seriedade;B2;pack:inedita_missing
grimoire;;grimório;B2;pack:inedita_missing
grimy;;sujo;B2;pack:inedita_missing
grinder;;moedor;B2;pack:inedita_missing
grinds;;moagens;B2;pack:inedita_missing
grinningly;;sorridente;B2;pack:inedita_missing
grinny;;sorridente;B2;pack:inedita_missing
grins;;sorrisos;B2;pack:inedita_missing
griped;;reclamou;B2;pack:inedita_missing
gripeful;;ranzinza;B2;pack:inedita_missing
griper;;gripador;B2;pack:inedita_missing
gripes;;queixas;B2;pack:inedita_missing
gripey;;gripe;B2;pack:inedita_missing
grippe;;gripe;B2;pack:inedita_missing
gripple;;não existe;B2;pack:inedita_missing
grippy;;aderente;B2;pack:inedita_missing
gris;;cinza;B2;pack:inedita_missing
grise;;gris;B2;pack:inedita_missing
griseous;;acinzentado;B2;pack:inedita_missing
grisgris;;gris-gris;B2;pack:inedita_missing
grisly;;horrendo;B2;pack:inedita_missing
grist;;grão;B2;pack:inedita_missing
gristle;;cartilagem;B2;pack:inedita_missing
gristly;;cartilaginoso;B2;pack:inedita_missing
gristy;;grumoso;B2;pack:inedita_missing
grisy;;grisalho;B2;pack:inedita_missing
grith;;girth;B2;pack:inedita_missing
gritrock;;gritstone;B2;pack:inedita_missing
grits;;farinha de milho;B2;pack:inedita_missing
gritted;;mordido;B2;pack:inedita_missing
gritter;;gritador;B2;pack:inedita_missing
grittily;;com determinação;B2;pack:inedita_missing
gritting;;riscando;B2;pack:inedita_missing
gritty;;areia;B2;pack:inedita_missing
grizzle;;grisalho;B2;pack:inedita_missing
grizzled;;grisalho;C1;pack:inedita_missing
grizzling;;grunhindo;C1;pack:inedita_missing
groady;;grotesco;C1;pack:inedita_missing
groaner;;gemido;C1;pack:inedita_missing
groanful;;gemebundo;C1;pack:inedita_missing
groat;;grão;C1;pack:inedita_missing
groatsworth;;pouco;C1;pack:inedita_missing
grok;;entender;C1;pack:inedita_missing
gromet;;gromete;C1;pack:inedita_missing
grommet;;olhal;C1;pack:inedita_missing
grond;;grondar;C1;pack:inedita_missing
groomer;;tosador;C1;pack:inedita_missing
groovily;;groovadamente;C1;pack:inedita_missing
grooving;;canalizando;C1;pack:inedita_missing
groovy;;legal;C1;pack:inedita_missing
grope;;apalpar;C1;pack:inedita_missing
grossology;;grossologia;C1;pack:inedita_missing
grot;;lodo;C1;pack:inedita_missing
grote;;grotesco;C1;pack:inedita_missing
grotesquerie;;grotesco;C1;pack:inedita_missing
grotesquery;;grotesco;C1;pack:inedita_missing
groth;;crescimento;C1;pack:inedita_missing
grotto;;gruta;C1;pack:inedita_missing
grotty;;sujo;C1;pack:inedita_missing
grouch;;ranzinza;C1;pack:inedita_missing
grouches;;ranzinzas;C1;pack:inedita_missing
grouchy;;mal-humorado;C1;pack:inedita_missing
ground-breaking;;inovador;C1;pack:inedita_missing
groundation;;fundação;C1;pack:inedita_missing
groundbreaker;;pioneiro;C1;pack:inedita_missing
groundbreaking;;inovador;C1;pack:inedita_missing
groundburst;;explosão no solo;C1;pack:inedita_missing
groundhog;;marmota;C1;pack:inedita_missing
groundless;;infundado;C1;pack:inedita_missing
groundling;;terreno;C1;pack:inedita_missing
groundly;;fundamentalmente;C1;pack:inedita_missing
groundnut;;amendoim;C1;pack:inedita_missing
groundskeeper;;zelador;C1;pack:inedita_missing
groundswell;;onda de apoio;C1;pack:inedita_missing
groupe;;grupo;C1;pack:inedita_missing
grouper;;garoupa;C1;pack:inedita_missing
groupie;;fã;C1;pack:inedita_missing
groupthink;;pensamento de grupo;C1;pack:inedita_missing
groused;;reclamou;C1;pack:inedita_missing
grousing;;reclamação;C1;pack:inedita_missing
grout;;argamassa;C1;pack:inedita_missing
grouty;;argamassento;C1;pack:inedita_missing
grovel;;rastejar;C1;pack:inedita_missing
groveling;;lameando;C1;pack:inedita_missing
grower;;produtor;C1;pack:inedita_missing
growling;;rosnando;C1;pack:inedita_missing
growls;;rosna;C1;pack:inedita_missing
growly;;grunhido;C1;pack:inedita_missing
growthful;;crescimento;C1;pack:inedita_missing
grubby;;sujo;C1;pack:inedita_missing
grudging;;relutante;C1;pack:inedita_missing
gruel;;mingau;C1;pack:inedita_missing
grueling;;exaustivo;C1;pack:inedita_missing
gruelling;;exaustivo;C1;pack:inedita_missing
gruesomely;;de forma horrenda;C1;pack:inedita_missing
gruesomeness;;grandeza;C1;pack:inedita_missing
gruff;;ranzinza;C1;pack:inedita_missing
gruffly;;bruscamente;C1;pack:inedita_missing
gruffness;;rugosidade;C1;pack:inedita_missing
gruffy;;rabugento;C2;pack:inedita_missing
grum;;grumoso;C2;pack:inedita_missing
grumble;;resmungar;C2;pack:inedita_missing
grumly;;grunhido;C2;pack:inedita_missing
grummel;;grunhir;C2;pack:inedita_missing
grummet;;grumete;C2;pack:inedita_missing
grumose;;grumoso;C2;pack:inedita_missing
grumous;;grumoso;C2;pack:inedita_missing
grump;;ranzinza;C2;pack:inedita_missing
grumped;;resmungou;C2;pack:inedita_missing
grumph;;grunhido;C2;pack:inedita_missing
grumpily;;mal-humoradamente;C2;pack:inedita_missing
grumpiness;;mau humor;C2;pack:inedita_missing
grumpish;;mal-humorado;C2;pack:inedita_missing
grumpy;;mal-humorado;C2;pack:inedita_missing
grungy;;desleixado;C2;pack:inedita_missing
grunter;;grunhido;C2;pack:inedita_missing
grunting;;grunhido;C2;pack:inedita_missing
gruntle;;satisfeito;C2;pack:inedita_missing
gruntled;;satisfeito;C2;pack:inedita_missing
gruntling;;grunhido;C2;pack:inedita_missing
