english;ipa;portuguese;level;tags
disreputable;;desacreditado;B2;pack:inedita_v7
disjunctive;;disjuntivo;B2;pack:inedita_v7
dislodge;;desalojar;B2;pack:inedita_v7
disaffection;;descontentamento;B2;pack:inedita_v7
disaffected;;descontente;B2;pack:inedita_v7
dishonor;;desonra;B2;pack:inedita_v7
dichotomous;;dicotômico;B2;pack:inedita_v7
disputation;;disputa;B2;pack:inedita_v7
disillusion;;desilusão;B2;pack:inedita_v7
disobedient;;desobediente;B2;pack:inedita_v7
disenchantment;;desencanto;B2;pack:inedita_v7
disco;;discoteca;B2;pack:inedita_v7
dispensary;;farmácia;B2;pack:inedita_v7
disentangle;;desembaraçar;B2;pack:inedita_v7
disharmony;;desarmonia;B2;pack:inedita_v7
disjoint;;disjunto;B2;pack:inedita_v7
disrespectful;;desrespeitoso;B2;pack:inedita_v7
disenchanted;;desencantado;C1;pack:inedita_v7
disengaged;;desengajado;C1;pack:inedita_v7
disallowed;;desautorizado;C1;pack:inedita_v7
disputing;;contestando;C1;pack:inedita_v7
dismisses;;demite;C1;pack:inedita_v7
disengage;;desengajar;C1;pack:inedita_v7
dissociate;;dissociar;C1;pack:inedita_v7
disarm;;desarmar;C1;pack:inedita_v7
dispenser;;dispensador;C1;pack:inedita_v7
disunity;;desunião;C1;pack:inedita_v7
discoverer;;descobridor;C1;pack:inedita_v7
dimensionality;;dimensionalidade;C1;pack:inedita_v7
distinctness;;distinção;C1;pack:inedita_v7
diverged;;divergiu;C1;pack:inedita_v7
dint;;força;C1;pack:inedita_v7
digger;;escavadeira;C1;pack:inedita_v7
disprove;;refutar;C1;pack:inedita_v7
disloyal;;desleal;C1;pack:inedita_v7
dissimilarity;;dissimilaridade;C1;pack:inedita_v7
diverging;;divergente;C1;pack:inedita_v7
disfigured;;desfigurado;C1;pack:inedita_v7
dichotomies;;dicotomias;C1;pack:inedita_v7
dialogic;;dialógico;C1;pack:inedita_v7
disloyalty;;deslealdade;C1;pack:inedita_v7
discriminative;;discriminativo;C1;pack:inedita_v7
dissociative;;dissociativo;C1;pack:inedita_v7
disseminating;;disseminando;C2;pack:inedita_v7
dislodged;;desalojado;C2;pack:inedita_v7
disclaimer;;aviso;C2;pack:inedita_v7
disobey;;desobedecer;C2;pack:inedita_v7
divalent;;divalente;C2;pack:inedita_v7
enthralled;;cativado;C2;pack:inedita_v7
endearing;;cativante;C2;pack:inedita_v7
