english;ipa;portuguese;level;tags
consumed;;consumido;A2;pack:inedita-20251231-v3
confronting;;Confrontar;A2;pack:inedita-20251231-v3
components;;componentes;A2;pack:inedita-20251231-v3
constituents;;Constituintes;A2;pack:inedita-20251231-v3
constraints;;Restrições;A2;pack:inedita-20251231-v3
concerns;;preocupações;A2;pack:inedita-20251231-v3
condensation;;condensação;A2;pack:inedita-20251231-v3
consumer;;consumidor, cliente;A2;pack:inedita-20251231-v3
continuity;;continuidade;A2;pack:inedita-20251231-v3
compilation;;Compilação;A2;pack:inedita-20251231-v3
controversy;;Polêmica;A2;pack:inedita-20251231-v3
conservatism;;Conservadorismo;A2;pack:inedita-20251231-v3
contaminated;;contaminado;A2;pack:inedita-20251231-v3
convinced;;Convencido?;A2;pack:inedita-20251231-v3
communicating;;adequadamente.;A2;pack:inedita-20251231-v3
complaining;;reclamação;A2;pack:inedita-20251231-v3
concluding;;conclusão;A2;pack:inedita-20251231-v3
conveniently;;de forma descomplicada;A2;pack:inedita-20251231-v3
contained;;Contida;A2;pack:inedita-20251231-v3
compromised;;comprometido;A2;pack:inedita-20251231-v3
condensed;;Condensado;A2;pack:inedita-20251231-v3
contemporaries;;contemporâneos;A2;pack:inedita-20251231-v3
connections;;ligações;A2;pack:inedita-20251231-v3
complexities;;complexidades;A2;pack:inedita-20251231-v3
comprised;;compreendeu;A2;pack:inedita-20251231-v3
comprises;;compreende:;B1;pack:inedita-20251231-v3
contamination;;contaminação;B1;pack:inedita-20251231-v3
conspiracy;;criminosa.;B1;pack:inedita-20251231-v3
conditioned;;condicionado;B1;pack:inedita-20251231-v3
compressed;;comprimido;B1;pack:inedita-20251231-v3
communicative;;Comunicativas;B1;pack:inedita-20251231-v3
confusing;;confuso;B1;pack:inedita-20251231-v3
compounded;;MANIPULADOS;B1;pack:inedita-20251231-v3
considerations;;considerações;B1;pack:inedita-20251231-v3
conductor;;Condutor;B1;pack:inedita-20251231-v3
confederation;;Confederação;B1;pack:inedita-20251231-v3
competitive;;vantagem;B1;pack:inedita-20251231-v3
controversial;;polêmico;B1;pack:inedita-20251231-v3
comparatively;;comparativamente;B1;pack:inedita-20251231-v3
contracted;;ontratada;B1;pack:inedita-20251231-v3
consciously;;conscientemente;B1;pack:inedita-20251231-v3
continuing;;continuar..;B1;pack:inedita-20251231-v3
convincing;;convincente;B1;pack:inedita-20251231-v3
consistently;;consistentemente;B1;pack:inedita-20251231-v3
converted;;Convertida;B1;pack:inedita-20251231-v3
contributing;;contribuir, contribuição;B1;pack:inedita-20251231-v3
compiled;;compilado;B1;pack:inedita-20251231-v3
companions;;Companheiros;B1;pack:inedita-20251231-v3
complained;;reclamou;B1;pack:inedita-20251231-v3
comprising;;caracterizada por compreender;B1;pack:inedita-20251231-v3
commented;;comentou;B1;pack:inedita-20251231-v3
commenced;;Iniciado;B1;pack:inedita-20251231-v3
complaints;;reclamações;B1;pack:inedita-20251231-v3
connects;;cross connects.;B1;pack:inedita-20251231-v3
contrasts;;Contrastes;B1;pack:inedita-20251231-v3
convictions;;Convicções;B1;pack:inedita-20251231-v3
constitutes;;constitui;B1;pack:inedita-20251231-v3
conduction;;Condução;B1;pack:inedita-20251231-v3
connective;;granuloma;B1;pack:inedita-20251231-v3
constituency;;eleitorado;B1;pack:inedita-20251231-v3
commonly;;comumente;B1;pack:inedita-20251231-v3
contractual;;regimes;B1;pack:inedita-20251231-v3
conceivable;;concebíveis.;B1;pack:inedita-20251231-v3
comes;;vem;B1;pack:inedita-20251231-v3
contracting;;contratação;B1;pack:inedita-20251231-v3
competitiveness;;competitividade;B1;pack:inedita-20251231-v3
commanded;;comandada;B1;pack:inedita-20251231-v3
complications;;as complicações.;B1;pack:inedita-20251231-v3
consulted;;consultado...;B1;pack:inedita-20251231-v3
conclusions;;conclusões;B1;pack:inedita-20251231-v3
contributed;;contribuiu;B1;pack:inedita-20251231-v3
contexts;;contextos;B1;pack:inedita-20251231-v3
discrepancy;;discrepância;B1;pack:inedita-20251231-v3
discourse;;discurso;B1;pack:inedita-20251231-v3
disposition;;性情;B1;pack:inedita-20251231-v3
disregard;;Desconsiderar;B1;pack:inedita-20251231-v3
dispute;;litígio;B1;pack:inedita-20251231-v3
distress;;angústia;B1;pack:inedita-20251231-v3
discontent;;descontentamento;B1;pack:inedita-20251231-v3
distinctive;;Característico;B1;pack:inedita-20251231-v3
diverse;;Diversificada**;B1;pack:inedita-20251231-v3
dissent;;discordância, dissidência;B1;pack:inedita-20251231-v3
disciple;;discípula do Chefe.;B1;pack:inedita-20251231-v3
dilemma;;dilema.;B1;pack:inedita-20251231-v3
dire;;horríveis;B1;pack:inedita-20251231-v3
dignity;;dignidade;B1;pack:inedita-20251231-v3
distressed;;Aflito(a);B1;pack:inedita-20251231-v3
divinity;;Divindade;B1;pack:inedita-20251231-v3
distinguished;;Distinto;B1;pack:inedita-20251231-v3
divergence;;Divergência;B1;pack:inedita-20251231-v3
discretion;;Cliente;B1;pack:inedita-20251231-v3
diminished;;reduzidas.;B1;pack:inedita-20251231-v3
discovered;;descoberto;B1;pack:inedita-20251231-v3
disgrace;;Desgraçar;B1;pack:inedita-20251231-v3
discomfort;;desconforto;B1;pack:inedita-20251231-v3
dispatch;;- Expedição;B1;pack:inedita-20251231-v3
distinction;;filosófica;B1;pack:inedita-20251231-v3
dissatisfaction;;inconformismo;B1;pack:inedita-20251231-v3
discussion;;discussão;B1;pack:inedita-20251231-v3
divergent;;Distrações.;B1;pack:inedita-20251231-v3
disturbed;;perturbado;B1;pack:inedita-20251231-v3
distorted;;偏谬(的);B1;pack:inedita-20251231-v3
diffuse;;difusa;B1;pack:inedita-20251231-v3
district;;País;B1;pack:inedita-20251231-v3
dialect;;dialeto;B1;pack:inedita-20251231-v3
disappointment;;decepção;B1;pack:inedita-20251231-v3
distinctly;;[(Distintamente)];B1;pack:inedita-20251231-v3
dick;;pica;B1;pack:inedita-20251231-v3
disruption;;打岔;B1;pack:inedita-20251231-v3
disturbing;;perturbador, perturbadora;B1;pack:inedita-20251231-v3
diminishing;;diminuindo;B1;pack:inedita-20251231-v3
dissociation;;Dissociação;B1;pack:inedita-20251231-v3
discarded;;descartado;B1;pack:inedita-20251231-v3
discovery;;descoberta;B1;pack:inedita-20251231-v3
dissection;;Central + Esv.;B1;pack:inedita-20251231-v3
displayed;;exibida;B1;pack:inedita-20251231-v3
disclosure;;divulgação;B1;pack:inedita-20251231-v3
dissemination;;Divulgação;B2;pack:inedita-20251231-v3
distrust;;desconfiar;B2;pack:inedita-20251231-v3
disguised;;Disfarçado;B2;pack:inedita-20251231-v3
differing;;Diferente;B2;pack:inedita-20251231-v3
diffusion;;Difusão;B2;pack:inedita-20251231-v3
dissolution;;desconstituição (obrigações);B2;pack:inedita-20251231-v3
disturbance;;搅扰;B2;pack:inedita-20251231-v3
differentiate;;diferenciar;B2;pack:inedita-20251231-v3
dissertation;;dissertação;B2;pack:inedita-20251231-v3
dismissed;;recebeu alta;B2;pack:inedita-20251231-v3
disclosed;;divulgado;B2;pack:inedita-20251231-v3
disciples;;discípulos,;B2;pack:inedita-20251231-v3
discrete;;discreto;B2;pack:inedita-20251231-v3
diversion;;Desvio;B2;pack:inedita-20251231-v3
disintegration;;Desintegração;B2;pack:inedita-20251231-v3
divided;;dividida;B2;pack:inedita-20251231-v3
