english;ipa;portuguese;level;tags
greatest;;maior;A2;pack:inedita_v3
grabbed;;agarrado;A2;pack:inedita_v3
grasped;;agarrado;A2;pack:inedita_v3
grievances;;queixas;A2;pack:inedita_v3
grid;;grade;A2;pack:inedita_v3
griffin;;grifo;A2;pack:inedita_v3
granted;;concedido;A2;pack:inedita_v3
greatly;;grandemente;A2;pack:inedita_v3
greater;;maior;A2;pack:inedita_v3
granite;;granito;A2;pack:inedita_v3
graduated;;graduado;A2;pack:inedita_v3
greenwood;;bosque;A2;pack:inedita_v3
groups;;grupos;A2;pack:inedita_v3
globalization;;globalização;A2;pack:inedita_v3
graduation;;formatura;A2;pack:inedita_v3
grammatical;;gramatical;A2;pack:inedita_v3
graphical;;gráfico;A2;pack:inedita_v3
grants;;subsídios;A2;pack:inedita_v3
greeted;;cumprimentado;A2;pack:inedita_v3
gram;;grama;A2;pack:inedita_v3
glucose;;glicose;A2;pack:inedita_v3
graphics;;gráficos;A2;pack:inedita_v3
graves;;túmulos;A2;pack:inedita_v3
grains;;grãos;A2;pack:inedita_v3
gravitational;;gravitacional;A2;pack:inedita_v3
gregory;;gregório;A2;pack:inedita_v3
groundwater;;água subterrânea;A2;pack:inedita_v3
grams;;gramas;A2;pack:inedita_v3
haven;;refúgio;A2;pack:inedita_v3
harmony;;harmonia;A2;pack:inedita_v3
harmonious;;harmonioso;A2;pack:inedita_v3
harmful;;prejudicial;A2;pack:inedita_v3
hastily;;apressadamente;A2;pack:inedita_v3
hazardous;;perigoso;A2;pack:inedita_v3
hardened;;endurecido;A2;pack:inedita_v3
hazard;;risco;A2;pack:inedita_v3
hatred;;ódio;A2;pack:inedita_v3
hamlet;;aldeia;A2;pack:inedita_v3
hardship;;dificuldade;A2;pack:inedita_v3
hare;;lebre;A2;pack:inedita_v3
happiness;;felicidade;A2;pack:inedita_v3
harmless;;inofensivo;A2;pack:inedita_v3
halted;;interrompido;A2;pack:inedita_v3
hammer;;martelo;A2;pack:inedita_v3
hardy;;resistente;A2;pack:inedita_v3
handling;;manuseio;A2;pack:inedita_v3
hardly;;dificilmente;A2;pack:inedita_v3
harbour;;porto;A2;pack:inedita_v3
handy;;prático;A2;pack:inedita_v3
haunted;;assombrado;A2;pack:inedita_v3
handled;;manuseado;A2;pack:inedita_v3
hart;;cervo;A2;pack:inedita_v3
handbook;;manual;A2;pack:inedita_v3
happening;;acontecendo;A2;pack:inedita_v3
hath;;tem;A2;pack:inedita_v3
hanging;;pendurado;A2;pack:inedita_v3
harry;;importunar;A2;pack:inedita_v3
handicapped;;deficiente;A2;pack:inedita_v3
hazards;;perigos;A2;pack:inedita_v3
hallway;;corredor;A2;pack:inedita_v3
harper;;harpa;A2;pack:inedita_v3
harder;;mais difícil;A2;pack:inedita_v3
harmonic;;harmônico;A2;pack:inedita_v3
handful;;punhado;A2;pack:inedita_v3
happily;;felizmente;A2;pack:inedita_v3
hamburg;;hambúrguer;A2;pack:inedita_v3
having;;tendo;A2;pack:inedita_v3
hardness;;dureza;A2;pack:inedita_v3
handed;;entregue;A2;pack:inedita_v3
harassment;;assédio;A2;pack:inedita_v3
hague;;haia;A2;pack:inedita_v3
hated;;odiado;A2;pack:inedita_v3
halls;;corredores;A2;pack:inedita_v3
handles;;alças;A2;pack:inedita_v3
hay;;feno;A2;pack:inedita_v3
halfway;;meio;A2;pack:inedita_v3
hands;;mãos;A2;pack:inedita_v3
harvesting;;colheita;A2;pack:inedita_v3
habits;;hábitos;A2;pack:inedita_v3
happens;;acontece;B1;pack:inedita_v3
indifferent;;indiferente;B1;pack:inedita_v3
indignation;;indignação;B1;pack:inedita_v3
intrinsic;;intrínseco;B1;pack:inedita_v3
integrity;;integridade;B1;pack:inedita_v3
innate;;inato;B1;pack:inedita_v3
induce;;induzir;B1;pack:inedita_v3
inert;;inerte;B1;pack:inedita_v3
intricate;;complexo;B1;pack:inedita_v3
inclination;;inclinação;B1;pack:inedita_v3
indifference;;indiferença;B1;pack:inedita_v3
indispensable;;indispensável;B1;pack:inedita_v3
inevitably;;inevitavelmente;B1;pack:inedita_v3
incorporate;;incorporar;B1;pack:inedita_v3
intriguing;;intrigante;B1;pack:inedita_v3
inertia;;inércia;B1;pack:inedita_v3
inadequate;;inadequado;B1;pack:inedita_v3
intuitive;;intuitivo;B1;pack:inedita_v3
insignificant;;insignificante;B1;pack:inedita_v3
intimacy;;intimidade;B1;pack:inedita_v3
innovative;;inovador;B1;pack:inedita_v3
inclined;;inclinado;B1;pack:inedita_v3
incarnation;;encarnação;B1;pack:inedita_v3
individuality;;individualidade;B1;pack:inedita_v3
integration;;integração;B1;pack:inedita_v3
incredible;;incrível;B1;pack:inedita_v3
integrate;;integrar;B1;pack:inedita_v3
intuition;;intuição;B1;pack:inedita_v3
interaction;;interação;B1;pack:inedita_v3
independent;;independente;B1;pack:inedita_v3
interpretation;;interpretação;B1;pack:inedita_v3
induction;;indução;B1;pack:inedita_v3
intensity;;intensidade;B1;pack:inedita_v3
innovation;;inovação;B1;pack:inedita_v3
insufficient;;insuficiente;B1;pack:inedita_v3
intellectual;;intelectual;B1;pack:inedita_v3
intermediate;;intermediário;B1;pack:inedita_v3
incentive;;incentivo;B1;pack:inedita_v3
intercourse;;intercurso;B1;pack:inedita_v3
interpersonal;;interpessoal;B1;pack:inedita_v3
intolerable;;intolerável;B1;pack:inedita_v3
inclusion;;inclusão;B1;pack:inedita_v3
independence;;independência;B1;pack:inedita_v3
insecurity;;insegurança;B1;pack:inedita_v3
ineffective;;ineficaz;B1;pack:inedita_v3
indication;;indicação;B1;pack:inedita_v3
intermittent;;intermitente;B1;pack:inedita_v3
integrated;;integrado;B1;pack:inedita_v3
intensive;;intensivo;B1;pack:inedita_v3
inconsistent;;inconsistente;B1;pack:inedita_v3
inappropriate;;inadequado;B1;pack:inedita_v3
inspired;;inspirado;B1;pack:inedita_v3
innumerable;;inumeráveis;B1;pack:inedita_v3
intrusion;;intrusão;B1;pack:inedita_v3
inspiration;;inspiração;B1;pack:inedita_v3
intellect;;intelecto;B1;pack:inedita_v3
incompatible;;incompatível;B1;pack:inedita_v3
intelligible;;inteligível;B1;pack:inedita_v3
instantly;;instantaneamente;B1;pack:inedita_v3
inscribed;;inscrito;B1;pack:inedita_v3
intensely;;intensamente;B1;pack:inedita_v3
indicated;;indicado;B1;pack:inedita_v3
indicator;;indicador;B1;pack:inedita_v3
intersection;;interseção;B1;pack:inedita_v3
interested;;interessado;B1;pack:inedita_v3
instructive;;instrutivo;B1;pack:inedita_v3
interplay;;interação;B1;pack:inedita_v3
incidentally;;aliás;B1;pack:inedita_v3
increasing;;crescente;B1;pack:inedita_v3
interim;;interino;B1;pack:inedita_v3
insoluble;;insolúvel;B1;pack:inedita_v3
incapable;;incapaz;B1;pack:inedita_v3
intended;;pretendido;B1;pack:inedita_v3
interdependence;;interdependência;B1;pack:inedita_v3
insistence;;insistência;B1;pack:inedita_v3
induced;;induzido;B1;pack:inedita_v3
insofar;;na medida em que;B1;pack:inedita_v3
insisted;;insistiu;B1;pack:inedita_v3
innocence;;inocência;B1;pack:inedita_v3
indirect;;indireto;B1;pack:inedita_v3
inactive;;inativo;B1;pack:inedita_v3
intact;;íntegro;B1;pack:inedita_v3
intentional;;intencional;B1;pack:inedita_v3
inspiring;;inspirador;B1;pack:inedita_v3
interference;;interferência;B1;pack:inedita_v3
incidence;;incidência;B1;pack:inedita_v3
inspection;;inspeção;B1;pack:inedita_v3
incision;;incisão;B1;pack:inedita_v3
instability;;instabilidade;B1;pack:inedita_v3
individuals;;indivíduos;B1;pack:inedita_v3
insanity;;insanidade;B1;pack:inedita_v3
indicative;;indicativo;B1;pack:inedita_v3
instructor;;instrutor;B1;pack:inedita_v3
indebted;;endividado;B1;pack:inedita_v3
integrating;;integrando;B1;pack:inedita_v3
introduced;;introduzido;B1;pack:inedita_v3
indications;;indicações;B2;pack:inedita_v3
indicates;;indica;B2;pack:inedita_v3
inter;;entre;B2;pack:inedita_v3
intern;;estagiário;B2;pack:inedita_v3
individualism;;individualismo;B2;pack:inedita_v3
intake;;ingestão;B2;pack:inedita_v3
intervene;;intervir;B2;pack:inedita_v3
indefinite;;indefinido;B2;pack:inedita_v3
institutional;;institucional;B2;pack:inedita_v3
interrelated;;inter-relacionado;B2;pack:inedita_v3
instructed;;instruído;B2;pack:inedita_v3
incentives;;incentivos;B2;pack:inedita_v3
induces;;induz;B2;pack:inedita_v3
inscription;;inscrição;B2;pack:inedita_v3
international;;internacional;B2;pack:inedita_v3
incorporated;;incorporado;B2;pack:inedita_v3
interactive;;interativo;B2;pack:inedita_v3
insufficiency;;insuficiência;B2;pack:inedita_v3
interruption;;interrupção;B2;pack:inedita_v3
interpreting;;interpretação;B2;pack:inedita_v3
intimately;;intimamente;B2;pack:inedita_v3
indigenous;;indígena;B2;pack:inedita_v3
included;;incluído;B2;pack:inedita_v3
interact;;interagir;B2;pack:inedita_v3
inefficient;;ineficiente;B2;pack:inedita_v3
indefinitely;;indefinidamente;B2;pack:inedita_v3
indirectly;;indiretamente;B2;pack:inedita_v3
industrialized;;industrializado;B2;pack:inedita_v3
inducing;;induzindo;B2;pack:inedita_v3
instituted;;instituído;B2;pack:inedita_v3
intervals;;intervalos;B2;pack:inedita_v3
instances;;instâncias;B2;pack:inedita_v3
incorporation;;incorporação;B2;pack:inedita_v3
intestine;;intestino;B2;pack:inedita_v3
interpreter;;intérprete;B2;pack:inedita_v3
interstitial;;intersticial;B2;pack:inedita_v3
inspector;;inspetor;B2;pack:inedita_v3
instrumentation;;instrumentação;B2;pack:inedita_v3
inductive;;indutivo;B2;pack:inedita_v3
instantaneous;;instantâneo;B2;pack:inedita_v3
inexpensive;;barato;B2;pack:inedita_v3
intervening;;interveniente;B2;pack:inedita_v3
introductory;;introdutório;B2;pack:inedita_v3
intentionally;;intencionalmente;B2;pack:inedita_v3
independently;;independentemente;B2;pack:inedita_v3
increased;;aumentado;B2;pack:inedita_v3
incorporating;;incorporando;B2;pack:inedita_v3
indicating;;indicando;B2;pack:inedita_v3
interests;;interesses;B2;pack:inedita_v3
incidents;;incidentes;B2;pack:inedita_v3
intentions;;intenções;B2;pack:inedita_v3
introduces;;introduz;B2;pack:inedita_v3
includes;;inclui;B2;pack:inedita_v3
insulation;;isolamento;B2;pack:inedita_v3
integer;;inteiro;B2;pack:inedita_v3
incomplete;;incompleto;B2;pack:inedita_v3
incorrect;;incorreto;B2;pack:inedita_v3
incoming;;entrada;B2;pack:inedita_v3
inseparable;;inseparável;B2;pack:inedita_v3
inaccurate;;impreciso;B2;pack:inedita_v3
interdisciplinary;;interdisciplinar;B2;pack:inedita_v3
instructions;;instruções;B2;pack:inedita_v3
intellectually;;intelectualmente;B2;pack:inedita_v3
indicators;;indicadores;B2;pack:inedita_v3
instruments;;instrumentos;B2;pack:inedita_v3
intensified;;intensificado;B2;pack:inedita_v3
introducing;;apresentando;B2;pack:inedita_v3
installed;;instalado;B2;pack:inedita_v3
juvenile;;juvenil;B2;pack:inedita_v3
justification;;justificativa;B2;pack:inedita_v3
junction;;junção;B2;pack:inedita_v3
judicial;;judiciário;B2;pack:inedita_v3
jurisdiction;;jurisdição;B2;pack:inedita_v3
john;;joão;B2;pack:inedita_v3
judgement;;julgamento;B2;pack:inedita_v3
joining;;junção;B2;pack:inedita_v3
jealousy;;ciúme;B2;pack:inedita_v3
jointly;;conjuntamente;B2;pack:inedita_v3
jumped;;pulou;B2;pack:inedita_v3
judging;;julgando;B2;pack:inedita_v3
jupiter;;Júpiter;B2;pack:inedita_v3
jew;;judeu;B2;pack:inedita_v3
judiciary;;judiciário;B2;pack:inedita_v3
jokes;;piadas;B2;pack:inedita_v3
jay;;gaio;B2;pack:inedita_v3
jenny;;jumenta;B2;pack:inedita_v3
johnny;;joão;B2;pack:inedita_v3
james;;Tiago;B2;pack:inedita_v3
jesse;;jessé;B2;pack:inedita_v3
judges;;juízes;B2;pack:inedita_v3
jaws;;mandíbulas;C1;pack:inedita_v3
justified;;justificado;C1;pack:inedita_v3
jobs;;empregos;C1;pack:inedita_v3
journalism;;jornalismo;C1;pack:inedita_v3
jean;;jeans;C1;pack:inedita_v3
jumping;;pulando;C1;pack:inedita_v3
jeremiah;;jeremias;C1;pack:inedita_v3
judah;;judá;C1;pack:inedita_v3
judith;;Judite;C1;pack:inedita_v3
joined;;juntado;C1;pack:inedita_v3
jews;;judeus;C1;pack:inedita_v3
jewels;;joias;C1;pack:inedita_v3
joints;;articulações;C1;pack:inedita_v3
julia;;júlia;C1;pack:inedita_v3
judgments;;julgamentos;C1;pack:inedita_v3
kinship;;parentesco;C1;pack:inedita_v3
knowledgeable;;conhecedor;C1;pack:inedita_v3
knight;;cavaleiro;C1;pack:inedita_v3
kin;;parentes;C1;pack:inedita_v3
kinetic;;cinético;C1;pack:inedita_v3
knowing;;sabendo;C1;pack:inedita_v3
keeper;;guardião;C1;pack:inedita_v3
ken;;conhecimento;C1;pack:inedita_v3
kindness;;bondade;C1;pack:inedita_v3
kindly;;gentilmente;C1;pack:inedita_v3
killed;;morto;C1;pack:inedita_v3
kinetics;;cinética;C1;pack:inedita_v3
kidney;;rim;C1;pack:inedita_v3
killing;;matança;C1;pack:inedita_v3
kaiser;;cáiser;C1;pack:inedita_v3
knocking;;batendo;C1;pack:inedita_v3
kissing;;beijando;C1;pack:inedita_v3
knocked;;derrubado;C1;pack:inedita_v3
kissed;;beijado;C1;pack:inedita_v3
keeping;;mantendo;C1;pack:inedita_v3
kirk;;igreja;C1;pack:inedita_v3
keeps;;mantém;C1;pack:inedita_v3
kings;;reis;C1;pack:inedita_v3
knots;;nós;C1;pack:inedita_v3
keys;;chaves;C1;pack:inedita_v3
knights;;cavaleiros;C1;pack:inedita_v3
knows;;sabe;C1;pack:inedita_v3
kicked;;chutado;C1;pack:inedita_v3
kinds;;tipos;C1;pack:inedita_v3
knopf;;botão;C1;pack:inedita_v3
latent;;latente;C1;pack:inedita_v3
laden;;carregado;C1;pack:inedita_v3
lasting;;duradouro;C1;pack:inedita_v3
laughed;;riram;C1;pack:inedita_v3
lumen;;lúmen;C1;pack:inedita_v3
laboratory;;laboratório;C1;pack:inedita_v3
landscape;;paisagem;C1;pack:inedita_v3
lance;;lança;C2;pack:inedita_v3
lamb;;cordeiro;C2;pack:inedita_v3
lattice;;treliça;C2;pack:inedita_v3
largely;;principalmente;C2;pack:inedita_v3
landing;;pouso;C2;pack:inedita_v3
labour;;trabalho;C2;pack:inedita_v3
latest;;mais recente;C2;pack:inedita_v3
lancet;;lanceta;C2;pack:inedita_v3
lad;;rapaz;C2;pack:inedita_v3
launched;;lançado;C2;pack:inedita_v3
lag;;atraso;C2;pack:inedita_v3
late;;tarde;C2;pack:inedita_v3
lab;;laboratório;C2;pack:inedita_v3
lucky;;sortudo;C2;pack:inedita_v3
labeled;;rotulado;C2;pack:inedita_v3
lumbar;;lombar;C2;pack:inedita_v3
larger;;maior;C2;pack:inedita_v3
lastly;;por último;C2;pack:inedita_v3
lacking;;faltando;C2;pack:inedita_v3
