id,english,ipa,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
332,bachelor,,solteiro,A1,noun,,,He is a bachelor who loves to travel.,Ele é um solteiro que ama viajar.,
337,bacon,,"fatia fina, salgada e defumada, de toucinho",A1,noun,,,I like to eat bacon with my eggs for breakfast.,Eu gosto de comer bacon com meus ovos no café da manhã.,
339,bad,,"mau, ruim",A1,noun,,,The weather is bad today.,O tempo está ruim hoje.,
341,badly,,mal,A1,adjective,,,She sings badly but she loves to sing.,"Ela canta mal, mas adora cantar.",
342,bag,,"mala, saco, bolsa",A1,noun,,,I put my books in the bag.,Eu coloquei meus livros na bolsa.,
344,bail,,"fiança, caução [garantia]",A1,noun,,,I need to pay the bail to get my friend out of jail.,Eu preciso pagar a fiança para tirar meu amigo da prisão.,
345,bailout,,"fiança, empréstimo emergencial",A1,noun,,,The government gave a bailout to help the struggling company.,O governo deu um socorro financeiro para ajudar a empresa em dificuldades.,
346,bait,,"isca, chamariz",A1,noun,,,The fisherman put the bait on the hook.,O pescador colocou a isca no anzol.,
348,baker,,padeiro,A1,noun,,,The baker makes fresh bread every morning.,O padeiro faz pão fresco toda manhã.,
351,ball,,bola; baile,A1,noun,,,I have a red ball.,Eu tenho uma bola vermelha.,
353,balloon,,balão,A1,noun,,,I have a red balloon.,Eu tenho um balão vermelho.,
361,bar,,bar,A1,noun,,,I like to go to the bar with my friends on weekends.,Eu gosto de ir ao bar com meus amigos nos finais de semana.,
362,barbecue,,churrasco,A1,noun,,,We are having a barbecue in the park this weekend.,Nós vamos fazer um churrasco no parque neste fim de semana.,
373,basically,,basicamente,A1,adverb,,,I basically like pizza more than pasta.,Eu basicamente gosto mais de pizza do que de macarrão.,
376,basket,,"cesto, cesta",A1,noun,,,I put the apples in the basket.,Eu coloquei as maçãs na cesta.,
379,bathe,,banhar-se,A1,noun,,,I like to bathe in the morning before breakfast.,Eu gosto de tomar banho de manhã antes do café da manhã.,
380,bathroom,,banheiro,A1,noun,,,I go to the bathroom after I eat.,Eu vou ao banheiro depois que eu como.,
381,battery,,bateria,A1,noun,,,I need to charge my battery for my phone.,Eu preciso carregar a bateria do meu celular.,
382,battle,,batalha,A1,noun,,,The children played a game about a battle with toy soldiers.,As crianças jogaram um jogo sobre uma batalha com soldados de brinquedo.,
385,beach,,praia,A1,noun,,,I like to go to the beach on sunny days.,Eu gosto de ir à praia em dias ensolarados.,
386,beacon,,"farol, torre [náutica]",A1,noun,,,The lighthouse is a beacon for the boats at night.,O farol é um sinal para os barcos à noite.,
392,beard,,barba,A1,noun,,,He has a big beard.,Ele tem uma barba grande.,
399,become,,tornar-se [também particípio passado],A1,verb,,,I want to become a doctor when I grow up.,Eu quero ser médico quando eu crescer.,
400,bed,,cama,A1,noun,,,I sleep in my bed every night.,Eu durmo na minha cama todas as noites.,
402,bee,,abelha,A1,noun,,,I saw a bee on the flower in the garden.,Eu vi uma abelha na flor do jardim.,
403,beef,,"carne de boi, de vaca",A1,noun,,,I like to eat beef with rice for dinner.,Eu gosto de comer carne bovina com arroz no jantar.,
404,been,,particípio passado de be,A1,verb,,,I have been to the park.,Eu fui ao parque.,
409,began,,passado de begin,A1,verb,,,She began to read a book yesterday.,Ela começou a ler um livro ontem.,
412,begun,,particípio passado de begin,A1,verb,,,"The game has begun, and everyone is excited.",O jogo começou e todos estão animados.,
416,behind,,atrás de,A1,preposition,,,The cat is hiding behind the sofa.,O gato está se escondendo atrás do sofá.,
419,believe,,"acreditar, crer",A1,verb,,,I believe you can do it!,Eu acredito que você consegue!,
420,bell,,"campainha, sino",A1,noun,,,I can hear the bell ring at school.,Eu posso ouvir o sino tocar na escola.,
424,belt,,"cinto, cinta",A1,noun,,,I wear a blue belt with my pants.,Eu uso um cinto azul com minha calça.,
429,bent,,passado e particípio passado de bend,A1,verb,,,She bent the paper to make a card.,Ela dobrou o papel para fazer um cartão.,
430,berry,,"qualquer fruta como amora, framboesa,",A1,noun,,,I like to eat a berry with my breakfast.,Eu gosto de comer uma fruta com meu café da manhã.,
433,best,,melhor [o melhor],A1,adverb,,,This is the best pizza I have ever eaten.,Esta é a melhor pizza que eu já comi.,
437,between,,entre [dois],A1,preposition,,,The cat is sitting between the two chairs.,O gato está sentado entre as duas cadeiras.,
439,beware,,"estar alerta, acautelar-se",A1,verb,,,Beware of the dog in the yard.,Cuidado com o cachorro no quintal.,
444,bigot,,"fanático, intolerante",A1,noun,,,He is a bigot because he does not accept different opinions.,Ele é um fanático porque não aceita opiniões diferentes.,
444,bigot,,"fanático, intolerante",A1,noun,,,A bigot does not accept people who are different.,Um bigote não aceita pessoas que são diferentes.,
448,billion,,bilhão,A1,noun,,,There are one billion stars in the sky.,Há um bilhão de estrelas no céu.,
448,billion,,bilhão,A1,noun,,,There are one billion stars in the sky.,Há um bilhão de estrelas no céu.,
449,bind,,"amarrar, atar, ligar",A1,noun,,,I use a bind to hold my papers together.,Eu uso uma pasta para segurar meus papéis juntos.,
449,bind,,"amarrar, atar, ligar",A1,noun,,,I use a bind to hold my papers together.,Eu uso um fichário para segurar meus papéis juntos.,
451,bird,,pássaro,A1,noun,,,I see a bird in the tree.,Eu vejo um pássaro na árvore.,
451,bird,,pássaro,A1,noun,,,I see a bird in the tree.,Eu vejo um pássaro na árvore.,
454,biscuit,,"biscoito, bolacha",A1,noun,,,I like to eat a biscuit with my tea.,Eu gosto de comer um biscoito com meu chá.,
454,biscuit,,"biscoito, bolacha",A1,noun,,,I like to eat a biscuit with my tea.,Eu gosto de comer um biscoito com meu chá.,
455,bishop,,bispo,A1,noun,,,The bishop helps the people in the church.,O bispo ajuda as pessoas na igreja.,
455,bishop,,bispo,A1,noun,,,The bishop gives a speech in the church.,O bispo faz um discurso na igreja.,
459,bitter,,amargo,A1,noun,,,The coffee is too bitter for me.,O café está muito amargo para mim.,
459,bitter,,amargo,A1,noun,,,This coffee is too bitter for me.,Este café é amargo demais para mim.,
460,black,,preto,A1,noun,,,The cat is black.,O gato é preto.,
460,black,,preto,A1,noun,,,The cat is black.,O gato é preto.,
461,blackboard,,"lousa, quadro-negro",A1,noun,,,The teacher writes on the blackboard.,O professor escreve na lousa.,
461,blackboard,,"lousa, quadro-negro",A1,noun,,,The teacher writes on the blackboard.,O professor escreve na lousa.,
464,blade,,lâmina,A1,noun,,,The knife has a sharp blade.,A faca tem uma lâmina afiada.,
464,blade,,lâmina,A1,noun,,,The knife has a sharp blade.,A faca tem uma lâmina afiada.,
469,blaze,,"chama, labareda",A1,noun,,,The campfire has a big blaze that keeps us warm.,A fogueira tem uma grande chama que nos mantém aquecidos.,
469,blaze,,"chama, labareda",A1,noun,,,The campfire has a big blaze that keeps us warm.,A fogueira tem uma grande chama que nos mantém aquecidos.,
472,bleed,,sangrar,A1,noun,,,"If you cut your finger, you may bleed.","Se você cortar seu dedo, pode sangrar.",
472,bleed,,sangrar,A1,noun,,,"If you cut your finger, it may bleed.","Se você cortar o dedo, pode sangrar.",
474,blender,,"liquidificador, misturador",A1,noun,,,I use the blender to make smoothies.,Eu uso o liquidificador para fazer vitaminas.,
474,blender,,"liquidificador, misturador",A1,noun,,,I use the blender to make a fruit smoothie.,Eu uso o liquidificador para fazer um smoothie de frutas.,
479,block,,quarteirão,A1,noun,,,I live one block away from the park.,Eu moro a uma quadra do parque.,
479,block,,quarteirão,A1,noun,,,I live one block from the park.,Eu moro a uma quadra do parque.,
480,blog,,diário publicado na internet,A1,noun,,,I write in my blog every week.,Eu escrevo no meu blog toda semana.,
481,blond,,loiro,A1,noun,,,She has blond hair and blue eyes.,Ela tem cabelo loiro e olhos azuis.,
480,blog,,diário publicado na internet,A1,noun,,,I like to read a blog about cooking every day.,Eu gosto de ler um blog sobre culinária todos os dias.,
482,blonde,,loira,A1,noun,,,She has long blonde hair.,Ela tem cabelo loiro longo.,
481,blond,,loiro,A1,noun,,,"She has long, blond hair.",Ela tem cabelo loiro e comprido.,
487,blouse,,blusa,A1,noun,,,She is wearing a blue blouse today.,Ela está vestindo uma blusa azul hoje.,
482,blonde,,loira,A1,noun,,,She has long blonde hair.,Ela tem cabelo loiro longo.,
493,blunder,,"gafe, disparate, asneira",A1,noun,,,I made a blunder when I forgot my friend's birthday.,Eu cometi um erro quando esqueci o aniversário do meu amigo.,
487,blouse,,blusa,A1,noun,,,She is wearing a blue blouse.,Ela está vestindo uma blusa azul.,
578,brood,,"ninhada, crias",A1,noun,,,The hen has a brood of chicks in the barn.,A galinha tem um ninho de pintinhos no celeiro.,
493,blunder,,"gafe, disparate, asneira",A1,noun,,,I made a blunder when I forgot my friend's birthday.,Eu cometi um erro quando esqueci o aniversário do meu amigo.,
580,broom,,vassoura,A1,noun,,,I use a broom to clean the floor.,Eu uso uma vassoura para limpar o chão.,
578,brood,,"ninhada, crias",A1,noun,,,The hen has a brood of small chicks.,A galinha tem um ninho de pintinhos pequenos.,
585,brownie,,bolinho de chocolate com nozes,A1,noun,,,I like to eat a brownie after lunch.,Eu gosto de comer um brownie depois do almoço.,
580,broom,,vassoura,A1,noun,,,I use a broom to clean the floor.,Eu uso uma vassoura para limpar o chão.,
590,brunette,,morena,A1,noun,,,She is a brunette with long hair.,Ela é uma morena com cabelo longo.,
585,brownie,,bolinho de chocolate com nozes,A1,noun,,,I want to eat a brownie after lunch.,Eu quero comer um brownie depois do almoço.,
592,brutal,,brutal,A1,adjective,,,"The weather was brutal, and I wanted to stay inside.",O tempo estava brutal e eu queria ficar dentro de casa.,
590,brunette,,morena,A1,noun,,,She is a brunette with long hair.,Ela é uma morena com cabelo longo.,
599,budget,,orçamento,A1,noun,,,I need to check my budget before I buy new shoes.,Eu preciso verificar meu orçamento antes de comprar sapatos novos.,
592,brutal,,brutal,A1,adjective,,,"The weather was brutal today, and I needed a warm jacket.","O tempo estava brutal hoje, e eu precisei de uma jaqueta quente.",
606,bulk,,"grande quantidade, volume",A1,noun,,,I bought a bulk of rice at the store.,Eu comprei um saco de arroz na loja.,
608,bullet,,"bala, projétil",A1,noun,,,The police found a bullet on the ground.,A polícia encontrou uma bala no chão.,
599,budget,,orçamento,A1,noun,,,I have a small budget for my shopping this week.,Eu tenho um orçamento pequeno para minhas compras esta semana.,
610,bullying,,intimidação,A1,noun,,,Bullying is not nice and can hurt people's feelings.,Bullying não é legal e pode machucar os sentimentos das pessoas.,
606,bulk,,"grande quantidade, volume",A1,noun,,,I bought a bulk of rice at the store.,Eu comprei um saco de arroz na loja.,
612,bunch,,"cacho, feixe, penca",A1,noun,,,I bought a bunch of bananas at the store.,Eu comprei um cacho de bananas na loja.,
608,bullet,,"bala, projétil",A1,noun,,,The police found a bullet on the ground.,A polícia encontrou uma bala no chão.,
627,bust,,"busto, seio, peito",A1,noun,,,She wore a dress that showed her bust.,Ela usou um vestido que mostrava seu busto.,
610,bullying,,intimidação,A1,noun,,,Bullying is not nice and can hurt people's feelings.,Bullying não é legal e pode machucar os sentimentos das pessoas.,
633,butterfly,,borboleta,A1,noun,,,I saw a beautiful butterfly in the garden.,Eu vi uma linda borboleta no jardim.,
612,bunch,,"cacho, feixe, penca",A1,noun,,,I bought a bunch of bananas at the store.,Eu comprei um cacho de bananas na loja.,
683,car,,carro,A1,noun,,,I have a red car.,Eu tenho um carro vermelho.,
627,bust,,"busto, seio, peito",A1,noun,,,She wore a dress that showed her bust.,Ela usou um vestido que mostrava seu busto.,
686,care,,cuidar,A1,noun,,,I have a lot of care for my pet dog.,Eu tenho muito carinho pelo meu cachorro de estimação.,
633,butterfly,,borboleta,A1,noun,,,I saw a beautiful butterfly in the garden.,Eu vi uma borboleta bonita no jardim.,
692,careworn,,"ansioso, aflito",A1,adjective,,,She looked careworn after studying for many hours.,Ela parecia cansada depois de estudar por muitas horas.,
705,cashier,,caixa [funcionário],A1,verb,,,I paid the cashier for my groceries.,Eu paguei o caixa pelas minhas compras.,
683,car,,carro,A1,noun,,,I have a red car.,Eu tenho um carro vermelho.,
708,casual,,"informal, casual",A1,noun,,,I like to wear casual clothes on the weekend.,Eu gosto de usar roupas casuais no fim de semana.,
686,care,,cuidar,A1,noun,,,I always take care of my dog.,Eu sempre cuido do meu cachorro.,
709,casualty,,"baixa, perda; casualidade, acaso",A1,noun,,,There was one casualty in the car accident yesterday.,Houve uma vítima no acidente de carro de ontem.,
692,careworn,,"ansioso, aflito",A1,adjective,,,She looked careworn after studying all night for the exam.,Ela parecia cansada depois de estudar a noite toda para o exame.,
711,catalogue,,"catálogo, mala direta",A1,noun,,,I looked at the catalogue to find a new book to read.,Eu olhei o catálogo para encontrar um novo livro para ler.,
705,cashier,,caixa [funcionário],A1,verb,,,The cashier gave me my change after I paid for the apples.,O caixa me deu meu troco depois que eu paguei pelas maçãs.,
715,caught,,passado e particípio passado de catch,A1,verb,,,I caught a ball in the park.,Eu peguei uma bola no parque.,
708,casual,,"informal, casual",A1,noun,,,I like to wear casual clothes on the weekend.,Eu gosto de usar roupas casuais no fim de semana.,
709,casualty,,"baixa, perda; casualidade, acaso",A1,noun,,,The accident caused one casualty on the road.,O acidente causou uma vítima na estrada.,
720,caveman,,"homem das cavernas, troglodita",A1,noun,,,The caveman lived in a cave and hunted for food.,O homem das cavernas vivia em uma caverna e caçava por comida.,
758,charm,,charme,A1,noun,,,She has a lovely charm that makes everyone smile.,Ela tem um charme adorável que faz todos sorrirem.,
711,catalogue,,"catálogo, mala direta",A1,noun,,,I have a catalogue of books on my desk.,Eu tenho um catálogo de livros na minha mesa.,
793,china,,China,A1,noun,,,I want to visit china next year.,Eu quero visitar a China no próximo ano.,
715,caught,,passado e particípio passado de catch,A1,verb,,,I caught a ball at the park.,Eu peguei uma bola no parque.,
800,chop,,"corte, talho",A1,noun,,,I need a chop of meat for dinner.,Eu preciso de um pedaço de carne para o jantar.,
720,caveman,,"homem das cavernas, troglodita",A1,noun,,,The caveman lived in a cave and hunted for food.,O homem das cavernas vivia em uma caverna e caçava por comida.,
805,circle,,círculo,A1,noun,,,The children are playing in a circle.,As crianças estão brincando em um círculo.,
758,charm,,charme,A1,noun,,,She has a nice charm that makes everyone smile.,Ela tem um charme legal que faz todo mundo sorrir.,
818,clarity,,"clareza, lucidez",A1,noun,,,I need clarity to understand this lesson better.,Eu preciso de clareza para entender melhor esta lição.,
793,china,,China,A1,noun,,,I want to visit china next year.,Eu quero visitar a China no próximo ano.,
834,click,,clique,A1,noun,,,Please click the button to open the door.,"Por favor, clique no botão para abrir a porta.",
800,chop,,"corte, talho",A1,noun,,,I need a chop of meat for dinner.,Eu preciso de um pedaço de carne para o jantar.,
835,client,,"cliente, freguês",A1,noun,,,The client is waiting for the doctor.,O cliente está esperando pelo médico.,
805,circle,,círculo,A1,noun,,,The children play with a ball in the circle.,As crianças brincam com uma bola no círculo.,
838,climax,,"clímax, ápice, auge",A1,noun,,,The climax of the movie made everyone very excited.,O clímax do filme deixou todo mundo muito animado.,
841,clinic,,clínica,A1,noun,,,I go to the clinic when I am sick.,Eu vou à clínica quando estou doente.,
818,clarity,,"clareza, lucidez",A1,noun,,,I like the clarity of the water in this lake.,Eu gosto da clareza da água neste lago.,
845,clog,,"bloquear, obstruir, impedir",A1,noun,,,"The sink has a clog, and water cannot go down.",A pia está entupida e a água não está descendo.,
834,click,,clique,A1,noun,,,Can you please click the button to start the game?,"Você pode clicar no botão para começar o jogo, por favor?",
835,client,,"cliente, freguês",A1,noun,,,The client wants to buy a new phone.,O cliente quer comprar um telefone novo.,
850,clothes,,"roupa, roupas",A1,noun,,,I wear my favorite clothes to the party.,Eu uso minhas roupas favoritas para a festa.,
838,climax,,"clímax, ápice, auge",A1,noun,,,The climax of the movie made everyone very excited.,O clímax do filme deixou todos muito animados.,
853,club,,clube,A1,noun,,,I go to the club with my friends on Saturday.,Eu vou ao clube com meus amigos no sábado.,
859,coal,,carvão,A1,noun,,,The man puts coal in the fire to make it warm.,O homem coloca carvão no fogo para aquecê-lo.,
841,clinic,,clínica,A1,noun,,,I go to the clinic when I am sick.,Eu vou à clínica quando estou doente.,
861,coast,,costa litorânea,A1,noun,,,We walked along the coast and collected shells.,Nós caminhamos pela costa e coletamos conchas.,
845,clog,,"bloquear, obstruir, impedir",A1,noun,,,"The sink has a clog, so the water will not go down.","A pia está entupida, então a água não desce.",
864,cock,,"galo, macho de qualquer ave",A1,noun,,,The cock is crowing in the morning.,O galo está cantando de manhã.,
850,clothes,,"roupa, roupas",A1,noun,,,I wear my new clothes to the party.,Eu uso minhas roupas novas para a festa.,
853,club,,clube,A1,noun,,,I go to the soccer club every Saturday.,Eu vou ao clube de futebol todo sábado.,
859,coal,,carvão,A1,noun,,,The worker carries coal to the fire.,O trabalhador carrega carvão para o fogo.,
861,coast,,costa litorânea,A1,noun,,,We walked along the coast and collected seashells.,Nós caminhamos pela costa e coletamos conchas.,
865,cockpit,,espaço onde fica o piloto,A1,noun,,,The pilot sits in the cockpit of the airplane.,O piloto se senta na cabine do avião.,
864,cock,,"galo, macho de qualquer ave",A1,noun,,,The farmer has a big cock on his farm.,O fazendeiro tem um galo grande na sua fazenda.,
866,cockroach,,barata,A1,noun,,,I saw a cockroach in the kitchen.,Eu vi uma barata na cozinha.,
865,cockpit,,espaço onde fica o piloto,A1,noun,,,The pilot sits in the cockpit to fly the plane.,O piloto se senta na cabine para pilotar o avião.,
868,cocoa,,"cacau, chocolate",A1,noun,,,I like to drink hot cocoa on cold days.,Eu gosto de beber chocolate quente em dias frios.,
866,cockroach,,barata,A1,noun,,,I saw a cockroach in the kitchen.,Eu vi uma barata na cozinha.,
869,coconut,,coco,A1,noun,,,I like to drink coconut water on hot days.,Eu gosto de beber água de coco em dias quentes.,
868,cocoa,,"cacau, chocolate",A1,noun,,,I like to drink hot cocoa in the winter.,Eu gosto de beber chocolate quente no inverno.,
870,cocoon,,casulo,A1,noun,,,The caterpillar is inside the cocoon.,A lagarta está dentro do casulo.,
869,coconut,,coco,A1,noun,,,I like to drink coconut water on hot days.,Eu gosto de beber água de coco em dias quentes.,
871,code,,código,A1,noun,,,I need to write a code for my computer game.,Eu preciso escrever um código para o meu jogo de computador.,
870,cocoon,,casulo,A1,noun,,,The caterpillar is in a cocoon.,A lagarta está em um casulo.,
876,coin,,moeda,A1,noun,,,I have a coin in my pocket.,Eu tenho uma moeda no meu bolso.,
871,code,,código,A1,noun,,,I need to write a code for my computer program.,Eu preciso escrever um código para o meu programa de computador.,
882,coleslaw,,salada de repolho,A1,noun,,,I like to eat coleslaw with my sandwich.,Eu gosto de comer salada de repolho com meu sanduíche.,
876,coin,,moeda,A1,noun,,,I put a coin in the machine to buy a drink.,Eu coloquei uma moeda na máquina para comprar uma bebida.,
888,collide,,colidir,A1,verb,,,The cars will collide if they do not stop.,Os carros vão colidir se não pararem.,
890,colonel,,coronel,A1,noun,,,The colonel gave a speech to the soldiers.,O coronel fez um discurso para os soldados.,
882,coleslaw,,salada de repolho,A1,noun,,,I like to eat coleslaw with my hamburger.,Eu gosto de comer salada de repolho com meu hambúrguer.,
898,combination,,combinação,A1,noun,,,The combination of cheese and bread is very tasty.,A combinação de queijo e pão é muito saborosa.,
888,collide,,colidir,A1,verb,,,The two cars will collide if they do not stop.,Os dois carros vão colidir se não pararem.,
902,comet,,cometa,A1,noun,,,I saw a bright comet in the night sky.,Eu vi um cometa brilhante no céu à noite.,
890,colonel,,coronel,A1,noun,,,The colonel gave a speech to the soldiers.,O coronel fez um discurso para os soldados.,
903,comfort,,conforto,A1,noun,,,I like to sit on my sofa because it gives me comfort.,Eu gosto de sentar no meu sofá porque ele me dá conforto.,
898,combination,,combinação,A1,noun,,,I like this combination of fruit in my smoothie.,Eu gosto dessa combinação de frutas no meu smoothie.,
914,commitment,,"compromisso, obrigação",A1,noun,,,I have a commitment to help my friend with her homework.,Eu tenho um compromisso de ajudar minha amiga com a lição de casa dela.,
902,comet,,cometa,A1,noun,,,I saw a bright comet in the night sky.,Eu vi um cometa brilhante no céu à noite.,
915,committee,,comitê,A1,noun,,,The committee will meet on Friday to plan the event.,O comitê se reunirá na sexta-feira para planejar o evento.,
903,comfort,,conforto,A1,noun,,,I like to sit on my sofa for comfort after a long day.,Eu gosto de sentar no meu sofá para me sentir confortável depois de um longo dia.,
914,commitment,,"compromisso, obrigação",A1,noun,,,She made a commitment to help her friend with homework.,Ela se comprometeu a ajudar a amiga com a lição de casa.,
916,commodity,,"mercadoria, produto, artigo",A1,noun,,,Rice is a valuable commodity in many countries.,O arroz é uma commodity valiosa em muitos países.,
915,committee,,comitê,A1,noun,,,The committee will meet tomorrow to discuss the new park.,O comitê se reunirá amanhã para discutir o novo parque.,
917,common,,comum,A1,noun,,,It is common to see dogs in the park.,É comum ver cães no parque.,
916,commodity,,"mercadoria, produto, artigo",A1,noun,,,Rice is an important commodity in many countries.,O arroz é uma commodity importante em muitos países.,
921,community,,comunidade,A1,noun,,,The community helps us clean the park every Saturday.,A comunidade nos ajuda a limpar o parque todo sábado.,
917,common,,comum,A1,noun,,,It is common to see birds in the park.,É comum ver pássaros no parque.,
923,compact,,trocar,A1,noun,,,I need a compact to change my clothes.,Eu preciso de um lugar para trocar de roupa.,
921,community,,comunidade,A1,noun,,,The community helps each other in many ways.,A comunidade se ajuda de muitas maneiras.,
929,compel,,"compelir, forçar",A1,verb,,,I will compel you to finish your homework.,Eu vou te obrigar a terminar sua lição de casa.,
932,competence,,competência,A1,noun,,,Her competence in English helps her make new friends.,A competência dela em inglês a ajuda a fazer novos amigos.,
