id,english,ipa,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
318,automobile,ɑ:t əmoʊbi:l,automóvel,A1,noun,"A type of vehicle designed to move on the ground under its own stored power and intended to carry a driver, a small number of additional passengers, and a very limited amount of other load. A car or motorcar.","Um tipo de veículo projetado para se mover no solo com sua própria energia armazenada e destinado a transportar um motorista, um pequeno número de passageiros adicionais e uma quantidade muito limitada de carga. Um carro ou automóvel.",,,needs_enrichment
323,avocado,ɑ:v əkɑ:do ʊ,abacate,A1,noun,"The large, usually yellowish-green or black, pulpy fruit of the avocado tree.","O grande fruto carnoso, geralmente amarelo-esverdeado ou preto, da árvore do abacate.",,,needs_enrichment
332,bachelor,bætʃələr,solteiro,A1,noun,"A person, especially a man, who is socially regarded as able to marry, but has not yet.","Uma pessoa, especialmente um homem, que é socialmente considerada capaz de se casar, mas ainda não o fez.",,,needs_enrichment
337,bacon,beɪkən,"fatia fina, salgada e defumada, de toucinho",A1,noun,"Cured meat from the sides, belly or back of a pig.","Carne curada das laterais, barriga ou costas de um porco.",,,needs_enrichment
339,bad,bæd,"mau, ruim",A1,noun,"Error, mistake.","Erro, engano.",,,needs_enrichment
341,badly,bædli,mal,A1,adjective,"Ill, unwell.","Doente, mal.",,,needs_enrichment
342,bag,bæg,"mala, saco, bolsa",A1,noun,"A flexible container made of cloth, paper, plastic, etc.","Um recipiente flexível feito de tecido, papel, plástico, etc.",,,needs_enrichment
344,bail,beɪl,"fiança, caução [garantia]",A1,noun,"Security, usually a sum of money, exchanged for the release of an arrested person as a guarantee of that person's appearance for trial.","Fiança, geralmente uma quantia em dinheiro, trocada pela liberação de uma pessoa presa como garantia da sua presença no julgamento.",,,needs_enrichment
345,bailout,beɪlaʊt,"fiança, empréstimo emergencial",A1,noun,"A rescue, especially a financial rescue.","Um resgate, especialmente um resgate financeiro.",,,needs_enrichment
346,bait,beɪt,"isca, chamariz",A1,noun,"Any substance, especially food, used in catching fish, or other animals, by alluring them to a hook, snare, trap, or net.","Qualquer substância, especialmente alimento, usada para capturar peixes ou outros animais, atraindo-os para um anzol, laço, armadilha ou rede.",,,needs_enrichment
348,baker,beɪkər,padeiro,A1,noun,"A person who bakes and sells bread, cakes and similar items.","Uma pessoa que assa e vende pães, bolos e itens semelhantes.",,,needs_enrichment
351,ball,bɑ:l,bola; baile,A1,noun,"A solid or hollow sphere, or roughly spherical mass.","Uma esfera sólida ou oca, ou uma massa aproximadamente esférica.",,,needs_enrichment
353,balloon,bəlu:n,balão,A1,noun,"An inflatable buoyant object, often (but not necessarily) round and flexible.","Um objeto flutuante inflável, frequentemente (mas não necessariamente) redondo e flexível.",,,needs_enrichment
361,bar,bɑ:r,bar,A1,noun,"A solid, more or less rigid object of metal or wood with a uniform cross-section smaller than its length.","Um objeto sólido, mais ou menos rígido, de metal ou madeira, com uma seção transversal uniforme menor que seu comprimento.",,,needs_enrichment
362,barbecue,bɑ:rb ɪkiu:,churrasco,A1,noun,"A fireplace or pit for grilling food, typically used outdoors and traditionally employing hot charcoal as the heating medium.","Uma lareira ou fogueira para grelhar alimentos, tipicamente usada ao ar livre e tradicionalmente utilizando carvão quente como meio de aquecimento.",,,needs_enrichment
373,basically,beɪsɪkli,basicamente,A1,adverb,"In a fundamental, essential or basic manner","De maneira fundamental, essencial ou básica.",,,needs_enrichment
376,basket,bæskɪt,"cesto, cesta",A1,noun,"A lightweight container, generally round, open at the top, and tapering toward the bottom.","Um recipiente leve, geralmente redondo, aberto na parte superior e afunilando em direção à parte inferior.",,,needs_enrichment
379,bathe,beɪð,banhar-se,A1,noun,"The act of swimming or bathing, especially in the sea, a lake, or a river; a swimming bath.","O ato de nadar ou tomar banho, especialmente no mar, em um lago ou em um rio; uma piscina.",,,needs_enrichment
380,bathroom,bæθru:m,banheiro,A1,noun,"A room containing a shower and/or bathtub, and (typically but not necessarily) a toilet.","Um banheiro contendo um chuveiro e/ou banheira, e (tipicamente, mas não necessariamente) um vaso sanitário.",,,needs_enrichment
381,battery,bætəri,bateria,A1,noun,"A device used to power electric devices, consisting of a set of electrically connected electrochemical or, archaically, electrostatic cells. A single such cell when used by itself.","Um dispositivo usado para alimentar dispositivos elétricos, consistindo em um conjunto de células eletroquímicas ou, arcaicamente, células eletrostáticas conectadas eletricamente. Uma única célula desse tipo quando usada sozinha.",,,needs_enrichment
382,battle,bætəl,batalha,A1,noun,"A contest, a struggle.","Um concurso, uma luta.",,,needs_enrichment
385,beach,bi:t ʃ,praia,A1,noun,"The shore of a body of water, especially when sandy or pebbly.","A margem de um corpo d'água, especialmente quando é arenosa ou pedregosa.",,,needs_enrichment
386,beacon,bi:k ən,"farol, torre [náutica]",A1,noun,"A signal fire to notify of the approach of an enemy, or to give any notice, commonly of warning.","Uma fogueira de sinal para notificar a aproximação de um inimigo, ou para dar qualquer aviso, comumente de alerta.",,,needs_enrichment
392,beard,biərd,barba,A1,noun,"Facial hair on the chin, cheeks, jaw and neck.","Pelos faciais no queixo, bochechas, mandíbula e pescoço.",,,needs_enrichment
399,become,bɪkəm,tornar-se [também particípio passado],A1,verb,"To arrive, come (to a place).","Chegar, vir (a um lugar).",,,"verbo,needs_enrichment"
400,bed,bɛd,cama,A1,noun,"A piece of furniture, usually flat and soft, on which to rest or sleep.","Um móvel, geralmente plano e macio, onde se pode descansar ou dormir.",,,needs_enrichment
402,bee,bi:,abelha,A1,noun,"A flying insect, of the clade Anthophila within the hymenopteran superfamily Apoidea, known for its organised societies (though only a minority have them), for collecting pollen and (in some species) producing wax and honey.","Um inseto voador, do clado Anthophila dentro da superfamília de himenópteros Apoidea, conhecido por suas sociedades organizadas (embora apenas uma minoria as tenha), por coletar pólen e (em algumas espécies) produzir cera e mel.",,,needs_enrichment
403,beef,bi:f,"carne de boi, de vaca",A1,noun,"The meat from a cow, bull or other bovine.","A carne de uma vaca, touro ou outro bovino.",,,needs_enrichment
404,been,bɪn,particípio passado de be,A1,verb,"A flying insect, of the clade Anthophila within the hymenopteran superfamily Apoidea, known for its organised societies (though only a minority have them), for collecting pollen and (in some species) producing wax and honey.","Um inseto voador, do clado Anthophila dentro da superfamília de himenópteros Apoidea, conhecido por suas sociedades organizadas (embora apenas uma minoria as tenha), por coletar pólen e (em algumas espécies) produzir cera e mel.",,,"verbo,needs_enrichment"
409,began,bɪgæn,passado de begin,A1,verb,"To start, to initiate or take the first step into something.","Para começar, iniciar ou dar o primeiro passo em algo.",,,"verbo,needs_enrichment"
412,begun,bɪgən,particípio passado de begin,A1,verb,"To start, to initiate or take the first step into something.","Para começar, iniciar ou dar o primeiro passo em algo.",,,"verbo,needs_enrichment"
416,behind,bɪhaɪnd,atrás de,A1,preposition,"The rear, back-end","A traseira, parte de trás",,,"preposição,needs_enrichment"
419,believe,bəli:v,"acreditar, crer",A1,verb,"To accept as true, particularly without absolute certainty (i.e., as opposed to knowing)","Aceitar como verdadeiro, particularmente sem certeza absoluta (ou seja, em oposição a saber)",,,"verbo,needs_enrichment"
420,bell,bɛl,"campainha, sino",A1,noun,"A percussive instrument made of metal or other hard material, typically but not always in the shape of an inverted cup with a flared rim, which resonates when struck.","Um instrumento de percussão feito de metal ou outro material duro, tipicamente, mas nem sempre, na forma de um copo invertido com uma borda alargada, que ressoa quando golpeado.",,,needs_enrichment
424,belt,bɛlt,"cinto, cinta",A1,noun,"A band worn around the waist to hold clothing to one's body (usually pants), hold weapons (such as a gun or sword), or serve as a decorative piece of clothing.","Uma faixa usada ao redor da cintura para segurar roupas ao corpo (geralmente calças), segurar armas (como uma arma de fogo ou espada) ou servir como uma peça decorativa de vestuário.",,,needs_enrichment
429,bent,bɛnt,passado e particípio passado de bend,A1,verb,"To cause (something) to change its shape into a curve, by physical force, chemical action, or any other means.","Causar (algo) a mudar sua forma para uma curva, por força física, ação química ou qualquer outro meio.",,,needs_enrichment
430,berry,bɛri,"qualquer fruta como amora, framboesa,",A1,noun,"A small succulent fruit, of any one of many varieties.","Uma pequena fruta suculenta, de qualquer uma das muitas variedades.",,,needs_enrichment
433,best,bɛst,melhor [o melhor],A1,adverb,"The supreme effort one can make, or has made.","O esforço supremo que alguém pode fazer, ou já fez.",,,"advérbio,needs_enrichment"
437,between,bɪtui:n,entre [dois],A1,preposition,"A kind of needle, shorter than a sharp, with a small rounded eye, used for making fine stitches on heavy fabrics.","Uma espécie de agulha, mais curta que uma agulha de ponta, com um pequeno olho arredondado, usada para fazer pontos finos em tecidos pesados.",,,"preposição,needs_enrichment"
439,beware,bɪuɛr,"estar alerta, acautelar-se",A1,verb,"(defective) To use caution, pay attention to (used both with and without of).","usar cautela, prestar atenção",,,needs_enrichment
444,bigot,bɪgət,"fanático, intolerante",A1,noun,"One who is narrow-mindedly devoted to one's own ideas and groups, and intolerant of (people of) differing ideas, races, genders, religions, politics, etc.","Aquele que é estreitamente devotado às suas próprias ideias e grupos, e intolerante em relação a ideias, raças, gêneros, religiões, políticas, etc., diferentes.",,,needs_enrichment
448,billion,bɪliən,bilhão,A1,noun,"(modern British & Australian, short scale) a thousand million (logic: 1,000 × 1,000^2): 1 followed by nine zeros, 109; a milliard",um bilhão,,,needs_enrichment
449,bind,baɪnd,"amarrar, atar, ligar",A1,noun,That which binds or ties.,Aquele que une ou amarra.,,,needs_enrichment
451,bird,bərd,pássaro,A1,noun,"A member of the class of animals Aves in the phylum Chordata, characterized by being warm-blooded, having feathers and wings usually capable of flight, and laying eggs.","Um membro da classe de animais Aves no filo Chordata, caracterizado por ser de sangue quente, ter penas e asas geralmente capazes de voo, e por botar ovos.",,,needs_enrichment
454,biscuit,bɪskət,"biscoito, bolacha",A1,noun,"(rare in the US) A small, flat, baked good which is either hard and crisp or else soft but firm: a cookie.","(breve nos EUA) Um pequeno doce assado, plano, que pode ser duro e crocante ou macio, mas firme: um biscoito.",,,needs_enrichment
455,bishop,bɪʃəp,bispo,A1,noun,"An overseer of congregations: either any such overseer, generally speaking, or (in Eastern Orthodoxy, Catholicism, Anglicanism, etc.) an official in the church hierarchy (actively or nominally) governing a diocese, supervising the church's priests, deacons, and property in its territory.","Um supervisor de congregações: ou qualquer supervisor desse tipo, de forma geral, ou (na Ortodoxia Oriental, Catolicismo, Anglicanismo, etc.) um oficial na hierarquia da igreja (ativamente ou nominalmente) governando uma diocese, supervisionando os sacerdotes, diáconos e propriedades da igreja em seu território.",,,needs_enrichment
459,bitter,bɪtər,amargo,A1,noun,"(usually in the plural bitters) A liquid or powder, made from bitter herbs, used in mixed drinks or as a tonic.","(geralmente no plural amargos) Um líquido ou pó, feito de ervas amargas, usado em drinques mistos ou como um tônico.",,,needs_enrichment
460,black,blæk,preto,A1,noun,"The colour/color perceived in the absence of light, but also when no light is reflected, but rather absorbed.","A cor percebida na ausência de luz, mas também quando nenhuma luz é refletida, mas sim absorvida.",,,needs_enrichment
461,blackboard,blækbord,"lousa, quadro-negro",A1,noun,"A large flat surface, finished with black slate or a similar material, that can be written upon with chalk and subsequently erased; a chalkboard.","Uma grande superfície plana, acabada com ardósia preta ou um material semelhante, que pode ser escrita com giz e posteriormente apagada; um quadro negro.",,,needs_enrichment
464,blade,bleɪd,lâmina,A1,noun,"The sharp cutting edge of a knife, chisel, or other tool, a razor blade/sword.","A lâmina afiada de uma faca, cinzel ou outra ferramenta, uma lâmina de barbear/espada.",,,needs_enrichment
469,blaze,bleɪz,"chama, labareda",A1,noun,"A fire, especially a fast-burning fire producing a lot of flames and light.","Um fogo, especialmente um fogo de rápida queima que produz muitas chamas e luz.",,,needs_enrichment
472,bleed,bli:d,sangrar,A1,noun,"An incident of bleeding, as in haemophilia.","Um incidente de sangramento, como na hemofilia.",,,needs_enrichment
474,blender,blɛndər,"liquidificador, misturador",A1,noun,"A machine outfitted with sharp blades, for mashing, crushing or liquefying food ingredients.","Uma máquina equipada com lâminas afiadas, para amassar, triturar ou liquefazer ingredientes alimentares.",,,needs_enrichment
479,block,blɑ:k,quarteirão,A1,noun,"A substantial, often approximately cuboid, piece of any substance.","Um pedaço substancial, muitas vezes aproximadamente cúbico, de qualquer substância.",,,needs_enrichment
480,blog,blɑ:g,diário publicado na internet,A1,noun,"A website that allows users to reflect, share opinions, and discuss various topics in the form of an online journal, sometimes letting readers comment on their posts. Most blogs are written in a slightly informal tone (personal journals, news, businesses, etc.)","Um site que permite aos usuários refletir, compartilhar opiniões e discutir vários tópicos na forma de um diário online, às vezes permitindo que os leitores comentem em suas postagens. A maioria dos blogs é escrita em um tom ligeiramente informal (diários pessoais, notícias, negócios, etc.)",,,needs_enrichment
481,blond,blɑ:nd,loiro,A1,noun,"A pale yellowish (golden brown) color, especially said of hair color.","Uma cor amarelo pálido (marrom dourado), especialmente usada para descrever a cor do cabelo.",,,needs_enrichment
482,blonde,blɑ:nd,loira,A1,noun,"A pale yellowish (golden brown) color, especially said of hair color.","Uma cor amarelo pálido (marrom dourado), especialmente usada para descrever a cor do cabelo.",,,needs_enrichment
487,blouse,blaʊz,blusa,A1,noun,"A shirt, typically loose and reaching from the neck to the waist.","Uma camisa, geralmente solta e que vai do pescoço até a cintura.",,,needs_enrichment
493,blunder,bləndər,"gafe, disparate, asneira",A1,noun,A clumsy or embarrassing mistake.,Um erro desajeitado ou constrangedor.,,,needs_enrichment
578,brood,bru:d,"ninhada, crias",A1,noun,"The young of certain animals, especially a group of young birds or fowl hatched at one time by the same mother.","Os filhotes de certos animais, especialmente um grupo de filhotes de aves ou aves domésticas que nasceram ao mesmo tempo pela mesma mãe.",,,needs_enrichment
580,broom,bru:m,vassoura,A1,noun,"A domestic utensil with fibers bound together at the end of a long handle, used for sweeping.","Uma utensílio doméstico com fibras unidas na ponta de um longo cabo, usado para varrer.",,,needs_enrichment
585,brownie,braʊni,bolinho de chocolate com nozes,A1,noun,"A small square piece of rich cake, usually made with chocolate.","Um pequeno pedaço quadrado de bolo rico, geralmente feito com chocolate.",,,needs_enrichment
590,brunette,brunɛt,morena,A1,noun,"A person, especially female, with brown or black hair and, often, dark eyes and darkish or olive skin.","Uma pessoa, especialmente do sexo feminino, com cabelo castanho ou preto e, frequentemente, olhos escuros e pele escura ou oliva.",,,needs_enrichment
592,brutal,bru:t əl,brutal,A1,adjective,"Savagely violent, vicious, ruthless, or cruel","Savagemente violento, vicioso, impiedoso ou cruel",,,needs_enrichment
599,budget,bədʒət,orçamento,A1,noun,"The amount of money or resources earmarked for a particular institution, activity or time-frame.","A quantidade de dinheiro ou recursos destinados a uma instituição, atividade ou período específico.",,,needs_enrichment
606,bulk,bəlk,"grande quantidade, volume",A1,noun,"Size, specifically, volume.","Tamanho, especificamente, volume.",,,needs_enrichment
608,bullet,bʊlət,"bala, projétil",A1,noun,"A projectile, usually of metal, shot from a gun at high speed.","Um projétil, geralmente de metal, disparado de uma arma em alta velocidade.",,,needs_enrichment
610,bullying,bʊliɪñ,intimidação,A1,noun,"An act of intimidating a person to do something, especially such repeated coercion.","Um ato de intimidar uma pessoa a fazer algo, especialmente essa coerção repetida.",,,needs_enrichment
612,bunch,bəntʃ,"cacho, feixe, penca",A1,noun,"A group of similar things, either growing together, or in a cluster or clump, usually fastened together.","Um grupo de coisas semelhantes, que crescem juntas ou em um aglomerado ou grupo, geralmente unidas.",,,needs_enrichment
627,bust,bəst,"busto, seio, peito",A1,noun,A sculptural portrayal of a person's head and shoulders.,Uma representação escultural da cabeça e ombros de uma pessoa.,,,needs_enrichment
633,butterfly,bətərflaɪ,borboleta,A1,noun,"A flying insect of the order Lepidoptera, distinguished from moths by their diurnal activity and generally brighter colouring.","Um inseto voador da ordem Lepidoptera, distinguido das mariposas pela sua atividade diurna e coloração geralmente mais brilhante.",,,needs_enrichment
683,car,kɑ:r,carro,A1,noun,"A wheeled vehicle that moves independently, with at least three wheels, powered mechanically, steered by a driver and mostly for personal transportation.","Um veículo com rodas que se move de forma independente, com pelo menos três rodas, acionado mecanicamente, dirigido por um motorista e principalmente para transporte pessoal.",,,needs_enrichment
686,care,kɛr,cuidar,A1,noun,"Grief, sorrow.","Luto, tristeza.",,,needs_enrichment
692,careworn,kɛruorn,"ansioso, aflito",A1,adjective,"Worn down by cares: showing the signs of long-term stress, tired and haggard due to prolonged worry.","Esgotado pelas preocupações: mostrando os sinais de estresse a longo prazo, cansado e desgastado devido à preocupação prolongada.",,,needs_enrichment
705,cashier,kæʃiər,caixa [funcionário],A1,verb,"To dismiss (someone, especially military personnel) from service","Dispensar (alguém, especialmente pessoal militar) do serviço",,,needs_enrichment
708,casual,kæjəuəl,"informal, casual",A1,noun,"A worker who is only working for a company occasionally, not as its permanent employee.","Um trabalhador que está apenas trabalhando para uma empresa ocasionalmente, não como seu funcionário permanente.",,,needs_enrichment
709,casualty,kæjəuəlti,"baixa, perda; casualidade, acaso",A1,noun,"Something that happens by chance, especially an unfortunate event; an accident, a disaster.","Algo que acontece por acaso, especialmente um evento infeliz; um acidente, um desastre.",,,needs_enrichment
711,catalogue,kætəlɑ:g,"catálogo, mala direta",A1,noun,"A systematic list of names, books, pictures etc.","Uma lista sistemática de nomes, livros, imagens etc.",,,needs_enrichment
715,caught,kɑ:t,passado e particípio passado de catch,A1,verb,"(heading) To capture, overtake.","Capturar, ultrapassar.",,,needs_enrichment
720,caveman,keɪvmæn,"homem das cavernas, troglodita",A1,noun,"An early human or closely related species, popularly held to reside in caves.","Um humano primitivo ou espécie intimamente relacionada, popularmente considerado como residente em cavernas.",,,needs_enrichment
758,charm,tʃɑ:rm,charme,A1,noun,"An object, act or words believed to have magic power (usually carries a positive connotation).","Um objeto, ato ou palavras que se acredita ter poder mágico (geralmente carrega uma conotação positiva).",,,needs_enrichment
793,china,tʃaɪnə,China,A1,noun,"The plant Smilax china, a liana of much of eastern Asia.","A planta Smilax china, uma liana de grande parte do leste da Ásia.",,,needs_enrichment
800,chop,tʃɑ:p,"corte, talho",A1,noun,"A cut of meat, often containing a section of a rib.","Um corte de carne, frequentemente contendo uma seção de uma costela.",,,needs_enrichment
805,circle,sərkəl,círculo,A1,noun,"A two-dimensional geometric figure, a line, consisting of the set of all those points in a plane that are equally distant from a given point (center).","Uma figura geométrica bidimensional, uma linha, consistindo no conjunto de todos os pontos em um plano que estão a uma distância igual de um ponto dado (centro).",,,needs_enrichment
818,clarity,klɛrəti,"clareza, lucidez",A1,noun,"The state or measure of being clear, either in appearance, thought or style; lucidity.","O estado ou medida de ser claro, seja na aparência, no pensamento ou no estilo; lucidez.",,,needs_enrichment
834,click,klɪk,clique,A1,noun,"A brief, sharp, not particularly loud, relatively high-pitched sound produced by the impact of something small and hard against something hard, such as by the operation of a switch, a lock or a latch, or a finger pressed against the thumb and then released to strike the hand.","Um som breve, agudo, não particularmente alto, relativamente alto, produzido pelo impacto de algo pequeno e duro contra algo duro, como pela operação de um interruptor, uma fechadura ou um trinco, ou um dedo pressionado contra o polegar e, em seguida, solto para atingir a mão.",,,needs_enrichment
835,client,klaɪənt,"cliente, freguês",A1,noun,"A customer, a buyer or receiver of goods or services.","Um cliente, um comprador ou receptor de bens ou serviços.",,,needs_enrichment
838,climax,klaɪmæks,"clímax, ápice, auge",A1,noun,(originally rhetorical) A rhetorical device in which a series is arranged in ascending order.,Um recurso retórico em que uma série é organizada em ordem ascendente.,,,needs_enrichment
841,clinic,klɪnɪk,clínica,A1,noun,"A medical facility, such as a hospital, especially one for the treatment and diagnosis of outpatients.","Uma unidade de saúde, como um hospital, especialmente um para o tratamento e diagnóstico de pacientes ambulatoriais.",,,needs_enrichment
845,clog,klɑ:g,"bloquear, obstruir, impedir",A1,noun,"A type of shoe with an inflexible, often wooden sole sometimes with an open heel.","Um tipo de sapato com uma sola inflexível, muitas vezes de madeira, às vezes com o calcanhar aberto.",,,needs_enrichment
850,clothes,kloʊz,"roupa, roupas",A1,noun,"A woven fabric such as used in dressing, decorating, cleaning or other practical use.","Um tecido tecido, como o usado em vestuário, decoração, limpeza ou outro uso prático.",,,needs_enrichment
853,club,kləb,clube,A1,noun,"An association of members joining together for some common purpose, especially sports or recreation.","Uma associação de membros que se juntam para um propósito comum, especialmente esportes ou recreação.",,,needs_enrichment
859,coal,koʊl,carvão,A1,noun,"A black rock formed from prehistoric plant remains, composed largely of carbon and burned as a fuel.","Uma rocha preta formada a partir de restos de plantas pré-históricas, composta principalmente de carbono e queimada como combustível.",,,needs_enrichment
861,coast,koʊst,costa litorânea,A1,noun,"The edge of the land where it meets an ocean, sea, gulf, bay, or large lake.","A borda da terra onde encontra um oceano, mar, golfo, baía ou grande lago.",,,needs_enrichment
864,cock,kɑ:k,"galo, macho de qualquer ave",A1,noun,"A male bird, especially:","Um pássaro macho, especialmente:",,,needs_enrichment
865,cockpit,kɑ:kp ɪt,espaço onde fica o piloto,A1,noun,"The driver's compartment in a racing car (or, by extension, in a sports car or other automobile).","O compartimento do motorista em um carro de corrida (ou, por extensão, em um carro esportivo ou outro automóvel).",,,needs_enrichment
866,cockroach,kɑ:kro ʊtʃ,barata,A1,noun,A black or brown straight-winged insect of the order Blattodea.,"Um inseto de asas retas, preto ou marrom, da ordem Blattodea.",,,needs_enrichment
868,cocoa,koʊkoʊ,"cacau, chocolate",A1,noun,The dried and partially fermented fatty seeds of the cacao tree from which chocolate is made.,"As sementes gordurosas secas e parcialmente fermentadas da árvore do cacau, das quais o chocolate é feito.",,,needs_enrichment
869,coconut,koʊkənət,coco,A1,noun,"A fruit of the coconut palm (not a true nut), Cocos nucifera, having a fibrous husk surrounding a large seed.","Um fruto do coqueiro (não é uma verdadeira noz), Cocos nucifera, que possui uma casca fibrosa envolvendo uma grande semente.",,,needs_enrichment
870,cocoon,kəku:n,casulo,A1,noun,"The silky protective case spun by the larvae of some insects in which they metamorphose, the pupa.","O casulo protetor sedoso produzido pelas larvas de alguns insetos, no qual elas se metamorfoseiam, a pupa.",,,needs_enrichment
871,code,koʊd,código,A1,noun,"A short symbol, often with little relation to the item it represents.","Um símbolo curto, muitas vezes com pouca relação com o item que representa.",,,needs_enrichment
876,coin,koɪn,moeda,A1,noun,"(money) A piece of currency, usually metallic and in the shape of a disc, but sometimes polygonal, or with a hole in the middle.","Uma peça de moeda, geralmente metálica e em forma de disco, mas às vezes poligonal ou com um buraco no meio.",,,needs_enrichment
882,coleslaw,koʊlslɑ:,salada de repolho,A1,noun,"A salad of finely shredded raw cabbage and sometimes shredded carrots, dressed with mayonnaise (white slaw) or a vinaigrette (red slaw).","Uma salada de repolho cru finamente picado e, às vezes, cenouras raladas, temperada com maionese (salada branca) ou um vinagrete (salada vermelha).",,,needs_enrichment
888,collide,kəlaɪd,colidir,A1,verb,"To impact directly, especially if violent.","Impactar diretamente, especialmente se for violento.",,,needs_enrichment
890,colonel,kərnəl,coronel,A1,noun,"A commissioned officer in an armed military organization, typically the highest rank before flag officer ranks (generals). It is generally found in armies, air forces or naval infantry (marines).","Um oficial comissionado em uma organização militar armada, tipicamente o mais alto posto antes dos postos de oficial de bandeira (generais). Geralmente é encontrado em exércitos, forças aéreas ou infantarias navais (fuzileiros navais).",,,needs_enrichment
898,combination,kɑ:mb əneɪʃən,combinação,A1,noun,"The act of combining, the state of being combined or the result of combining.","O ato de combinar, o estado de estar combinado ou o resultado da combinação.",,,needs_enrichment
902,comet,kɑ:m ət,cometa,A1,noun,"A celestial body consisting mainly of ice, dust and gas in a (usually very eccentric) orbit around the Sun and having a ""tail"" of matter blown back from it by the solar wind as it approaches the Sun.","Um corpo celeste composto principalmente de gelo, poeira e gás em uma órbita (geralmente muito excêntrica) ao redor do Sol e que possui uma ""cauda"" de matéria soprada para longe por ele pelo vento solar à medida que se aproxima do Sol.",,,needs_enrichment
903,comfort,kəmfərt,conforto,A1,noun,"Contentment, ease.","Contentamento, facilidade.",,,needs_enrichment
