id,english,portuguese,level,word_type,example_en,example_pt,missing_example_en,missing_example_pt
197,anger,"ira, raiva",A1,noun,,,True,True
198,angry,zangado,A1,adjective,,,True,True
199,animal,animal,A1,noun,,,True,True
200,ankle,tornozelo,A1,noun,,,True,True
201,anniversary,"aniversário [exceto de nascimento], dia",A1,noun,,,True,True
202,announce,anunciar,A1,verb,,,True,True
203,annoy,"irritar, aborrecer",A1,noun,,,True,True
204,annoying,irritante,A1,verb,,,True,True
205,annual,anual,A1,noun,,,True,True
206,another,um outro,A1,determiner,,,True,True
207,answer,responder; resposta,A1,noun,,,True,True
209,antenna,antena,A1,noun,,,True,True
210,anthem,"hino, cântico",A1,noun,,,True,True
211,anticipate,antecipar,A1,verb,,,True,True
212,anxiety,ansiedade,A1,noun,,,True,True
213,anxious,ansioso,A1,adjective,,,True,True
214,any,"algum, qualquer",A1,determiner,,,True,True
215,anybody,"alguém [em frases interrogativas],",A1,pronoun,,,True,True
216,anyhow,de qualquer forma,A1,adverb,,,True,True
217,anyone,"alguém [em frases interrogativas],",A1,pronoun,,,True,True
218,anything,qualquer coisa em frases,A1,noun,,,True,True
219,anyway,"de qualquer modo, apesar de",A1,adverb,,,True,True
220,apart,separadamente,A1,adjective,,,True,True
221,apartment,apartamento,A1,noun,,,True,True
223,apologize,desculpar-se,A1,verb,,,True,True
224,apology,desculpa; apologia,A1,noun,,,True,True
225,apparent,aparente,A1,adjective,,,True,True
226,appeal,"apelar, recorrer; apelo",A1,noun,,,True,True
227,appear,aparecer,A1,verb,,,True,True
228,apple,maçã,A1,noun,,,True,True
229,applicant,"candidato, pretendente, requerente",A1,noun,,,True,True
230,application,"formulário, requerimento, ficha;",A1,noun,,,True,True
231,apply,"candidatar-se; aplicar, usar",A1,verb,,,True,True
232,appointment,compromisso,A1,noun,,,True,True
233,appreciate,agradecer; apreciar,A1,verb,,,True,True
234,apprehend,apreender,A1,verb,,,True,True
235,apprehension,apreensão,A1,noun,,,True,True
236,approach,"aproximar; aproximação, caminho de",A1,noun,,,True,True
238,approve,aprovar,A1,verb,,,True,True
239,approximate,aproximado; əprɑ:ks əmeɪt aproximar,A1,verb,,,True,True
241,apt,apto,A1,adjective,,,True,True
245,architect,arquiteto,A1,noun,,,True,True
246,are,"presente de be usado com you, we,",A1,verb,,,True,True
247,area,área,A1,noun,,,True,True
248,argentina,Argentina,A1,,,,True,True
251,armchair,"cadeira de braços, poltrona",A1,noun,,,True,True
252,armor,blindagem,A1,noun,,,True,True
253,army,exército,A1,noun,,,True,True
254,around,"ao redor de, por volta de",A1,preposition,,,True,True
255,arrange,ordenar; arranjar,A1,verb,,,True,True
257,arrival,chegada,A1,noun,,,True,True
258,arrive,chegar,A1,verb,,,True,True
259,arrow,"flecha, seta",A1,noun,,,True,True
260,art,arte,A1,noun,,,True,True
261,article,artigo,A1,noun,,,True,True
263,as,tanto quanto; como,A1,preposition,,,True,True
266,asia,Ásia,A1,,,,True,True
269,ask,pedir; perguntar,A1,verb,,,True,True
270,asleep,adormecido,A1,adjective,,,True,True
271,aspect,"aspecto, aparência",A1,noun,,,True,True
272,assail,atacar; criticar severamente,A1,verb,,,True,True
274,assault,"assalto, agressão",A1,noun,,,True,True
275,assemble,montar,A1,verb,,,True,True
276,assess,"avaliar; taxar, tributar",A1,verb,,,True,True
277,assign,designar; prescrever; especificar,A1,noun,,,True,True
278,assist,"ajuda; ajudar, prestar assistência",A1,noun,,,True,True
279,assistant,"assistente, auxiliar",A1,noun,,,True,True
280,associate,associado; əsoʊʃieɪt associar,A1,noun,,,True,True
281,association,associação,A1,noun,,,True,True
283,assume,assumir,A1,verb,,,True,True
284,assure,garantir; assegurar,A1,verb,,,True,True
285,astonish,causar espanto,A1,verb,,,True,True
286,asylum,"asilo, abrigo",A1,noun,,,True,True
288,ate,passado de eat,A1,verb,,,True,True
289,athlete,atleta,A1,noun,,,True,True
290,atlas,atlas,A1,noun,,,True,True
291,atmosphere,atmosfera,A1,noun,,,True,True
292,atom,átomo,A1,noun,,,True,True
293,atomic,atômico,A1,noun,,,True,True
294,attach,"anexar, fixar",A1,verb,,,True,True
295,attachment,anexo,A1,noun,,,True,True
296,attack,atacar; ataque,A1,noun,,,True,True
297,attain,"atingir, alcançar",A1,verb,,,True,True
298,attempt,tentativa,A1,noun,,,True,True
299,attend,"assistir, frequentar",A1,verb,,,True,True
300,attendant,"assistente, assessor; acompanhante",A1,noun,,,True,True
301,attention,atenção,A1,noun,,,True,True
302,attitude,atitude,A1,noun,,,True,True
303,attorney,advogado,A1,noun,,,True,True
304,attract,atrair,A1,verb,,,True,True
305,auction,leilão; leiloar,A1,noun,,,True,True
306,audience,"audiência; público, plateia",A1,noun,,,True,True
307,audio,áudio,A1,noun,,,True,True
308,auditorium,auditório,A1,noun,,,True,True
309,august,agosto,A1,adjective,,,True,True
310,aunt,tia,A1,noun,,,True,True
314,authority,autoridade,A1,noun,,,True,True
316,automatic,automático,A1,noun,,,True,True
317,automation,automação,A1,noun,,,True,True
318,automobile,automóvel,A1,noun,,,True,True
319,autumn,outono,A1,noun,,,True,True
320,available,disponível,A1,adjective,,,True,True
322,average,média,A1,noun,,,True,True
323,avocado,abacate,A1,noun,,,True,True
324,avoid,evitar,A1,verb,,,True,True
326,award,premiação; prêmio,A1,noun,,,True,True
327,aware,"consciente, alerta",A1,adjective,,,True,True
328,away,"fora, longe",A1,adverb,,,True,True
329,awful,"terrível, assustador",A1,adjective,,,True,True
331,baby,"bebê, nenê; amorzinho, bem [informal]",A1,noun,,,True,True
332,bachelor,solteiro,A1,noun,,,True,True
333,back,costas; parte de trás; atrás,A1,adverb,,,True,True
335,backup,"reserva, sobressalente; cópia de segurança",A1,noun,,,True,True
336,backward,para trás; invertido,A1,noun,,,True,True
337,bacon,"fatia fina, salgada e defumada, de toucinho",A1,noun,,,True,True
338,bacterium,bactéria,A1,noun,,,True,True
339,bad,"mau, ruim",A1,noun,,,True,True
340,badge,crachá; distintivo,A1,noun,,,True,True
341,badly,mal,A1,adjective,,,True,True
342,bag,"mala, saco, bolsa",A1,noun,,,True,True
343,baggage,bagagem,A1,noun,,,True,True
344,bail,"fiança, caução [garantia]",A1,noun,,,True,True
345,bailout,"fiança, empréstimo emergencial",A1,noun,,,True,True
346,bait,"isca, chamariz",A1,noun,,,True,True
347,bake,cozer ao forno,A1,noun,,,True,True
348,baker,padeiro,A1,noun,,,True,True
349,bakery,padaria,A1,noun,,,True,True
350,balance,"equilíbrio, harmonia; balanço financeiro;",A1,noun,,,True,True
351,ball,bola; baile,A1,noun,,,True,True
352,ballet,balé,A1,noun,,,True,True
353,balloon,balão,A1,noun,,,True,True
354,ballot,"cédula, chapa eleitoral; voto secreto",A1,noun,,,True,True
355,banal,"banal, trivial",A1,adjective,,,True,True
356,banana,banana,A1,noun,,,True,True
357,band,banda; bando,A1,noun,,,True,True
358,bangs,franja [cabelo],A1,noun,,,True,True
359,banister,corrimão,A1,noun,,,True,True
360,bank,"banco, estabelecimento bancário",A1,noun,,,True,True
361,bar,bar,A1,noun,,,True,True
362,barbecue,churrasco,A1,noun,,,True,True
363,barber,barbeiro,A1,noun,,,True,True
364,bare,despido; vazio,A1,noun,,,True,True
365,bargain,pechincha,A1,noun,,,True,True
371,bashful,"tímido, envergonhado",A1,adjective,,,True,True
373,basically,basicamente,A1,adverb,,,True,True
374,basin,pia; bacia hidrográfica,A1,noun,,,True,True
375,basis,base [fundamento],A1,noun,,,True,True
376,basket,"cesto, cesta",A1,noun,,,True,True
377,bat,morcego; rebater [com bastão],A1,noun,,,True,True
378,bath,banho,A1,noun,,,True,True
379,bathe,banhar-se,A1,noun,,,True,True
380,bathroom,banheiro,A1,noun,,,True,True
381,battery,bateria,A1,noun,,,True,True
382,battle,batalha,A1,noun,,,True,True
383,bay,baía,A1,noun,,,True,True
384,be,"ser, estar",A1,verb,,,True,True
385,beach,praia,A1,noun,,,True,True
386,beacon,"farol, torre [náutica]",A1,noun,,,True,True
387,bead,conta de colar; bolha,A1,noun,,,True,True
388,beak,bico [de ave],A1,noun,,,True,True
389,beam,feixe luminoso; viga,A1,noun,,,True,True
390,bean,feijão; vagem,A1,noun,,,True,True
391,bear,urso; tolerar; dar à luz; nascer,A1,noun,,,True,True
392,beard,barba,A1,noun,,,True,True
393,beast,"besta, fera; animal doméstico",A1,noun,,,True,True
394,beat,bater [também passado e particípio passado],A1,noun,,,True,True
395,beautiful,bonito,A1,noun,,,True,True
397,became,passado de become,A1,verb,,,True,True
398,because,porque,A1,conjunction,,,True,True
399,become,tornar-se [também particípio passado],A1,verb,,,True,True
400,bed,cama,A1,noun,,,True,True
402,bee,abelha,A1,noun,,,True,True
403,beef,"carne de boi, de vaca",A1,noun,,,True,True
404,been,particípio passado de be,A1,verb,,,True,True
406,beetle,besouro; mover-se rapidamente,A1,noun,,,True,True
407,before,antes de,A1,preposition,,,True,True
408,beg,"pedir, suplicar",A1,noun,,,True,True
409,began,passado de begin,A1,verb,,,True,True
410,beggar,"mendigo, pedinte",A1,noun,,,True,True
411,begin,começar,A1,verb,,,True,True
412,begun,particípio passado de begin,A1,verb,,,True,True
416,behind,atrás de,A1,preposition,,,True,True
418,belief,crença,A1,noun,,,True,True
419,believe,"acreditar, crer",A1,verb,,,True,True
420,bell,"campainha, sino",A1,noun,,,True,True
421,belong,pertencer,A1,verb,,,True,True
422,beloved,"bem-amado, querido",A1,verb,,,True,True
423,below,"embaixo de, abaixo",A1,preposition,,,True,True
424,belt,"cinto, cinta",A1,noun,,,True,True
426,bend,"dobrar, curvar",A1,noun,,,True,True
427,beneath,debaixo de,A1,adverb,,,True,True
428,benefit,"ajuda, benefício; melhoria",A1,noun,,,True,True
429,bent,passado e particípio passado de bend,A1,verb,,,True,True
430,berry,"qualquer fruta como amora, framboesa,",A1,noun,,,True,True
431,beside,ao lado de,A1,adverb,,,True,True
432,besides,além de,A1,adverb,,,True,True
433,best,melhor [o melhor],A1,adverb,,,True,True
434,bestow,"conceder, doar",A1,verb,,,True,True
435,bet,apostar; aposta,A1,noun,,,True,True
436,better,melhor [melhor que],A1,adverb,,,True,True
437,between,entre [dois],A1,preposition,,,True,True
438,beverage,bebida de qualquer espécie,A1,noun,,,True,True
439,beware,"estar alerta, acautelar-se",A1,verb,,,True,True
440,beyond,além de,A1,noun,,,True,True
443,big,grande,A1,noun,,,True,True
444,bigot,"fanático, intolerante",A1,noun,,,True,True
446,bill,"conta; tratado; nota, cédula; placa de",A1,noun,,,True,True
447,billboard,propaganda,A1,noun,,,True,True
448,billion,bilhão,A1,noun,,,True,True
449,bind,"amarrar, atar, ligar",A1,noun,,,True,True
450,biology,biologia,A1,noun,,,True,True
451,bird,pássaro,A1,noun,,,True,True
452,birth,nascimento,A1,noun,,,True,True
453,birthday,aniversário de nascimento,A1,noun,,,True,True
454,biscuit,"biscoito, bolacha",A1,noun,,,True,True
455,bishop,bispo,A1,noun,,,True,True
456,bit,pequeno pedaço; passado e particípio passado,A1,noun,,,True,True
457,bite,morder,A1,noun,,,True,True
458,bitten,particípio passado de bite,A1,verb,,,True,True
459,bitter,amargo,A1,noun,,,True,True
460,black,preto,A1,noun,,,True,True
461,blackboard,"lousa, quadro-negro",A1,noun,,,True,True
462,blackmail,"extorsão, chantagem; extorquir, chantagear",A1,noun,,,True,True
463,blackout,"apagão, corte total de luz",A1,noun,,,True,True
464,blade,lâmina,A1,noun,,,True,True
465,blame,"culpar, censurar; culpa, censura",A1,noun,,,True,True
469,blaze,"chama, labareda",A1,noun,,,True,True
471,bled,passado e particípio passado de bleed,A1,verb,,,True,True
472,bleed,sangrar,A1,noun,,,True,True
473,blend,mistura,A1,noun,,,True,True
474,blender,"liquidificador, misturador",A1,noun,,,True,True
475,bless,abençoar,A1,verb,,,True,True
476,blew,passado de blow,A1,verb,,,True,True
477,blind,cego,A1,noun,,,True,True
478,blink,piscar de olhos,A1,noun,,,True,True
479,block,quarteirão,A1,noun,,,True,True
480,blog,diário publicado na internet,A1,noun,,,True,True
481,blond,loiro,A1,noun,,,True,True
482,blonde,loira,A1,noun,,,True,True
483,blood,sangue,A1,noun,,,True,True
484,bloom,"flor, floração; florescer",A1,noun,,,True,True
485,blossom,flor de árvore frutífera; florescer,A1,noun,,,True,True
486,blot,"borrar, manchar; borrão, mancha",A1,noun,,,True,True
487,blouse,blusa,A1,noun,,,True,True
489,blown,particípio passado de blow,A1,verb,,,True,True
490,blue,azul; triste,A1,noun,,,True,True
491,blue-collar,relativo a trabalho que exige esforço físico,A1,adjective,,,True,True
492,bluff,blefe,A1,noun,,,True,True
493,blunder,"gafe, disparate, asneira",A1,noun,,,True,True
494,blush,corar,A1,noun,,,True,True
495,bord,board,A1,noun,,,True,True
496,boast,"gabar-se; ostentação, alarde",A1,noun,,,True,True
497,boat,barco; bote,A1,noun,,,True,True
498,body,corpo,A1,noun,,,True,True
578,brood,"ninhada, crias",A1,noun,,,True,True
579,brook,"riacho, córrego",A1,verb,,,True,True
580,broom,vassoura,A1,noun,,,True,True
581,brother,irmão,A1,noun,,,True,True
583,brow,sobrancelha,A1,noun,,,True,True
584,brown,"castanho, marrom",A1,noun,,,True,True
585,brownie,bolinho de chocolate com nozes,A1,noun,,,True,True
586,browse,navegar na internet,A1,noun,,,True,True
587,browser,"navegador, programa para navegar na internet",A1,noun,,,True,True
588,bruise,contundir; contusão; ferir [sentimentos],A1,noun,,,True,True
589,brunet,moreno,A1,noun,,,True,True
590,brunette,morena,A1,noun,,,True,True
591,brush,pincel; escova; escovar,A1,noun,,,True,True
592,brutal,brutal,A1,adjective,,,True,True
593,brute,"bruto, rude, grosseiro",A1,noun,,,True,True
595,bubble,"bolha, borbulha; borbulhar",A1,noun,,,True,True
596,bucket,balde; caçamba,A1,noun,,,True,True
597,buckle,fivela,A1,verb,,,True,True
598,bud,"botão, broto; brotar",A1,noun,,,True,True
599,budget,orçamento,A1,noun,,,True,True
600,buffet,"bufê; balcão de alimentos; bəfɪt tapa, bofetada",A1,noun,,,True,True
601,bug,bicho [inseto que rasteja],A1,noun,,,True,True
602,build,construir,A1,noun,,,True,True
603,building,prédio,A1,noun,,,True,True
604,built,passado e particípio passado de build,A1,verb,,,True,True
605,bulb,lâmpada; bulbo [botânica],A1,noun,,,True,True
606,bulk,"grande quantidade, volume",A1,noun,,,True,True
607,bull,touro,A1,noun,,,True,True
608,bullet,"bala, projétil",A1,noun,,,True,True
609,bully,"valentão; maltratar, intimidar",A1,noun,,,True,True
610,bullying,intimidação,A1,noun,,,True,True
611,bump,"galo; inchaço; colidir, chocar-se",A1,noun,,,True,True
612,bunch,"cacho, feixe, penca",A1,noun,,,True,True
613,bundle,"fardo, rolo",A1,noun,,,True,True
614,burden,"carga, fardo",A1,noun,,,True,True
616,bureaucracy,burocracia,A1,noun,,,True,True
617,burglar,ladrão,A1,noun,,,True,True
618,burn,queimar; queimadura,A1,noun,,,True,True
619,burst,estourar [também passado e particípio passado],A1,noun,,,True,True
620,bury,"enterrar, sepultar",A1,noun,,,True,True
622,bus station,terminal rodoviário,A1,noun,,,True,True
623,bus stop,ponto de ônibus,A1,noun,,,True,True
624,bush,"arbusto, mato",A1,noun,,,True,True
625,business,negócio,A1,noun,,,True,True
627,bust,"busto, seio, peito",A1,noun,,,True,True
628,bustle,"apressar-se, afobar-se; afobação, pressa",A1,noun,,,True,True
629,busy,ocupado,A1,noun,,,True,True
630,but,"mas, porém",A1,conjunction,,,True,True
631,butcher,açougueiro,A1,noun,,,True,True
632,butter,manteiga,A1,noun,,,True,True
633,butterfly,borboleta,A1,noun,,,True,True
680,captain,capitão,A1,noun,,,True,True
681,captive,"cativo, prisioneiro",A1,noun,,,True,True
683,car,carro,A1,noun,,,True,True
685,card,carta [de baralho]; cartão,A1,noun,,,True,True
686,care,cuidar,A1,noun,,,True,True
687,career,carreira,A1,noun,,,True,True
688,carefully,cuidadosamente,A1,adverb,,,True,True
689,careless,"descuidado, imprudente",A1,adjective,,,True,True
690,caress,carinho; acariciar,A1,noun,,,True,True
691,caretaker,"zelador, caseiro; vigia",A1,noun,,,True,True
692,careworn,"ansioso, aflito",A1,adjective,,,True,True
703,case,caso; estojo,A1,noun,,,True,True
704,cash,à vista; dinheiro,A1,noun,,,True,True
705,cashier,caixa [funcionário],A1,verb,,,True,True
706,cast,"lançar [também passado e particípio passado],",A1,noun,,,True,True
707,castle,castelo,A1,noun,,,True,True
708,casual,"informal, casual",A1,noun,,,True,True
709,casualty,"baixa, perda; casualidade, acaso",A1,noun,,,True,True
710,cat,gato,A1,noun,,,True,True
711,catalogue,"catálogo, mala direta",A1,noun,,,True,True
712,catch,pegar,A1,noun,,,True,True
714,caterpillar,lagarta,A1,noun,,,True,True
715,caught,passado e particípio passado de catch,A1,verb,,,True,True
716,cause,causa; causar,A1,noun,,,True,True
717,caution,perigo; cautela,A1,noun,,,True,True
718,cautious,"cauteloso, prudente",A1,adjective,,,True,True
719,cave,caverna,A1,noun,,,True,True
720,caveman,"homem das cavernas, troglodita",A1,noun,,,True,True
750,change,"mudar, alterar; trocar, troco",A1,verb,,,True,True
751,channel,"canal [TV, rádio; também de água]",A1,noun,,,True,True
752,chaos,caos,A1,noun,,,True,True
753,chapter,capítulo,A1,noun,,,True,True
754,character,caráter,A1,noun,,,True,True
756,charge,cobrar,A1,noun,,,True,True
757,charity,caridade,A1,noun,,,True,True
758,charm,charme,A1,noun,,,True,True
760,charter,fretamento; patente; decreto,A1,noun,,,True,True
761,chase,"perseguir; perseguição, caçada",A1,noun,,,True,True
762,chat,bater papo; bate-papo,A1,noun,,,True,True
764,cheat,"trapaceiro; trapacear, trair; colar [em exame]",A1,verb,,,True,True
765,check,"verificar; cobrar; cheque, ordem de",A1,noun,,,True,True
793,china,China,A1,noun,,,True,True
794,chinese,chinês,A1,adjective,,,True,True
795,chip,lasca; circuito integrado [microchip],A1,noun,,,True,True
796,chocolate,chocolate,A1,noun,,,True,True
797,choice,escolha,A1,noun,,,True,True
798,choke,sufocar; engasgar,A1,noun,,,True,True
799,choose,escolher,A1,verb,,,True,True
800,chop,"corte, talho",A1,noun,,,True,True
801,chose,passado de choose,A1,verb,,,True,True
802,chosen,particípio passado de choose,A1,verb,,,True,True
803,christmas,Natal,A1,,,,True,True
804,church,igreja,A1,noun,,,True,True
805,circle,círculo,A1,noun,,,True,True
807,circumstance,circunstância; ocorrência,A1,noun,,,True,True
811,city,cidade [grande],A1,noun,,,True,True
812,hall,hɑ:l,A1,noun,,,True,True
813,prefeitura,sɪvəl,A1,,,,True,True
814,civilization,civil,A1,adjective,,,True,True
815,claim,reclamar; reclamação,A1,noun,,,True,True
816,clamp,"pregador; colchete, grampo",A1,noun,,,True,True
817,clap,"aplaudir; estalo, aplauso; palmada",A1,noun,,,True,True
818,clarity,"clareza, lucidez",A1,noun,,,True,True
819,clash,discordar; som metálico; confronto; colidir,A1,noun,,,True,True
820,clasp,"fecho [colar, pulseira]; aperto [mãos, braços]",A1,noun,,,True,True
821,class,classe; aula; turma,A1,noun,,,True,True
822,classic,"clássico [autor, obra]",A1,noun,,,True,True
823,classical,"clássico, tradicional, exemplar",A1,noun,,,True,True
824,classified,"confidencial, secreto; classificado",A1,adjective,,,True,True
829,clay,"argila, barro",A1,noun,,,True,True
830,clean,limpar; limpo,A1,noun,,,True,True
831,clear,claro,A1,noun,,,True,True
832,clerk,balconista; empregado de escritório,A1,noun,,,True,True
833,clever,"esperto, inteligente",A1,adjective,,,True,True
834,click,clique,A1,noun,,,True,True
835,client,"cliente, freguês",A1,noun,,,True,True
836,cliff,penhasco,A1,noun,,,True,True
837,climate,clima,A1,noun,,,True,True
838,climax,"clímax, ápice, auge",A1,noun,,,True,True
839,climb,escalar,A1,noun,,,True,True
840,cling,"aderir, grudar",A1,noun,,,True,True
841,clinic,clínica,A1,noun,,,True,True
842,clinical,clínico,A1,noun,,,True,True
843,clip,clipe [prendedor]; videoclipe; recorte; recortar,A1,noun,,,True,True
844,clock,relógio [de parede ou de mesa],A1,noun,,,True,True
845,clog,"bloquear, obstruir, impedir",A1,noun,,,True,True
848,closet,armário embutido; gabinete,A1,noun,,,True,True
849,cloth,pano; tecido,A1,noun,,,True,True
850,clothes,"roupa, roupas",A1,noun,,,True,True
851,cloud,nuvem,A1,noun,,,True,True
852,cloudy,nublado,A1,adjective,,,True,True
853,club,clube,A1,noun,,,True,True
854,clue,"pista, indício",A1,noun,,,True,True
855,clumsy,sem graça; tosco,A1,noun,,,True,True
856,cluster,"agrupamento, bando; agrupar-se",A1,noun,,,True,True
857,clutch,"agarrar, prender; embreagem",A1,noun,,,True,True
858,coach,treinador; segunda classe [mais barato],A1,noun,,,True,True
859,coal,carvão,A1,noun,,,True,True
860,coarse,"grosseiro, vulgar",A1,adjective,,,True,True
861,coast,costa litorânea,A1,noun,,,True,True
862,coat,"casaco, paletó",A1,noun,,,True,True
863,coax,"persuadir, induzir, convencer",A1,noun,,,True,True
864,cock,"galo, macho de qualquer ave",A1,noun,,,True,True
865,cockpit,espaço onde fica o piloto,A1,noun,,,True,True
866,cockroach,barata,A1,noun,,,True,True
867,cocktail,"coquetel, bebida",A1,noun,,,True,True
868,cocoa,"cacau, chocolate",A1,noun,,,True,True
869,coconut,coco,A1,noun,,,True,True
870,cocoon,casulo,A1,noun,,,True,True
871,code,código,A1,noun,,,True,True
872,coffee,café,A1,noun,,,True,True
