id,english,portuguese,level,word_type,example_en,example_pt,missing_example_en,missing_example_pt
681,captive,"""cativo"," prisioneiro""",A1,Aquele que foi capturado ou estÃ¡ de outra forma confinado.,,False,True
682,capture,capturar,A1,noun,,,True,True
685,card,carta [de baralho],,,,,True,True
687,career,carreira,A1,noun,,,True,True
688,carefully,cuidadosamente,A1,adverb,,,True,True
689,careless,"""descuidado"," imprudente""",A1,NÃ£o preocupado ou ansioso (com).,,False,True
690,caress,carinho,,,,,True,True
691,caretaker,"""zelador", caseiro,,,,True,True
696,carriage,carruagem,A1,noun,,,True,True
698,carry,carregar,A1,noun,,,True,True
703,case,caso,,,,,True,True
704,cash,Ã  vista,,,,,True,True
706,cast,"""lanÃ§ar [tambÃ©m passado e particÃ­pio passado]","""",A1,Um ato de lanÃ§ar.,,False,True
707,castle,castelo,A1,noun,,,True,True
709,casualty,"""baixa", perda,,,,True,True
710,cat,gato,A1,noun,,,True,True
712,catch,pegar,A1,noun,,,True,True
714,caterpillar,lagarta,A1,noun,,,True,True
716,cause,causa,,,,,True,True
717,caution,perigo,,,,,True,True
718,cautious,"""cauteloso"," prudente""",A1,,,True,True
719,cave,caverna,A1,noun,Uma grande cavidade natural formada no subsolo ou na face de um penhasco ou de uma colina.,,False,True
721,cavity,cÃ¡rie,,,,,True,True
722,cease,"""cessar"," parar""",A1,,,True,True
732,cemetery,cemitÃ©rio,A1,noun,,,True,True
733,cent,centavo de dÃ³lar,,,,,True,True
737,century,sÃ©culo,A1,noun,,,True,True
746,challenge,desafio,,,,,True,True
747,chamber,cÃ¢mara,,,,,True,True
750,change,"""mudar", alterar,,,,True,True
751,channel,"""canal [TV", rÃ¡dio,,,,True,True
752,chaos,caos,A1,noun,,,True,True
753,chapter,capÃ­tulo,A1,noun,,,True,True
754,character,carÃ¡ter,A1,noun,,,True,True
756,charge,cobrar,A1,noun,,,True,True
757,charity,caridade,A1,noun,Uma organizaÃ§Ã£o cujo objetivo Ã© realizar um propÃ³sito de caridade.,,False,True
760,charter,fretamento,,,,,True,True
761,chase,"""perseguir",,,,,True,True
762,chat,bater papo,,,,,True,True
763,cheap,barato,A1,noun,,,True,True
764,cheat,"""trapaceiro",,,,,True,True
765,check,"""verificar",,,,,True,True
773,cheek,bochecha,A1,noun,,,True,True
774,cheer,brindar,,,,,True,True
779,cherish,acariciar,,,,,True,True
782,chest,"""peito", tÃ³rax,,,,True,True
783,chew,"""mastigar"," mascar""",A1,,,True,True
791,chimney,arrepio,A1,noun,,,True,True
794,chinese,chinÃªs,A1,adjective,,,True,True
795,chip,lasca,,,,,True,True
796,chocolate,chocolate,A1,noun,,,True,True
797,choice,escolha,A1,noun,,,True,True
798,choke,sufocar,,,,,True,True
799,choose,escolher,A1,verb,,,True,True
801,chose,passado de choose,A1,verb,,,True,True
802,chosen,particÃ­pio passado de choose,A1,verb,,,True,True
803,christmas,Natal,A1,,,,True,True
804,church,igreja,A1,noun,,,True,True
806,circuit,circuito,A1,noun,,,True,True
807,circumstance,circunstÃ¢ncia,,,,,True,True
809,cite,citar,A1,verb,,,True,True
811,city,cidade [grande],A1,noun,,,True,True
812,hall," taÊŠn""",hÉ‘:l,A1,,,True,True
813,prefeitura,sÉªvÉ™l,A1,,,,True,True
814,civilization,civil,A1,adjective," em oposiÃ§Ã£o ao militar ou Ã  religiÃ£o.""",,False,True
815,claim,reclamar,,,,,True,True
816,clamp,"""pregador",,,,,True,True
817,clap,"""aplaudir",,,,,True,True
819,clash,discordar,,,,,True,True
820,clasp,"""fecho [colar", pulseira],,,,True,True
821,class,classe,,,,,True,True
822,classic,"""clÃ¡ssico [autor"," obra]""",A1,Um exemplo perfeito e/ou inicial de um estilo particular.,,False,True
823,classical,"""clÃ¡ssico", tradicional," exemplar""","""One that is classical in some way",,False,True
824,classified,"""confidencial", secreto,,,,True,True
825,classify,classificar,A1,verb,,,True,True
829,clay,"""argila"," barro""",A1, that is ductile when moist,,False,True
830,clean,limpar,,,,,True,True
831,clear,claro,A1,noun,,,True,True
832,clerk,balconista,,,,,True,True
833,clever,"""esperto"," inteligente""",A1,,,True,True
836,cliff,penhasco,A1,noun,,,True,True
837,climate,clima,A1,noun,,,True,True
839,climb,escalar,A1,noun,,,True,True
840,cling,"""aderir"," grudar""",A1,Fruta (especialmente pÃªssego) cuja polpa adere fortemente ao caroÃ§o.,,False,True
842,clinical,clÃ­nico,A1,noun,,,True,True
843,clip,clipe [prendedor],,,,,True,True
844,clock,relÃ³gio [de parede ou de mesa],A1,noun,,,True,True
848,closet,armÃ¡rio embutido,,,,,True,True
849,cloth,pano,,,,,True,True
851,cloud,nuvem,A1,noun,,,True,True
852,cloudy,nublado,A1,adjective,,,True,True
854,clue,"""pista"," indÃ­cio""",A1,,,True,True
855,clumsy,sem graÃ§a,,,,,True,True
856,cluster,"""agrupamento", bando,,,,True,True
857,clutch,"""agarrar", prender,,,,True,True
858,coach,treinador,,,,,True,True
860,coarse,"""grosseiro"," vulgar""",A1,,,True,True
862,coat,"""casaco"," paletÃ³""",A1,Uma peÃ§a de vestuÃ¡rio externa que cobre a parte superior do tronco e os braÃ§os.,,False,True
863,coax,"""persuadir", induzir," convencer""",A simpleton,,False,True
867,cocktail,"""coquetel"," bebida""",A1,Uma bebida alcoÃ³lica mista.,,False,True
872,coffee,cafÃ©,A1,noun,,,True,True
873,coffee shop,cafÃ© [lanchonete],A1,noun,,,True,True
875,coil,"""rolo", espiral,,,,True,True
877,coincidence,coincidÃªncia,A1,noun,,,True,True
878,cold,frio,,,,,True,True
879,cold war,guerra fria,A1,noun,,,True,True
880,cold-blooded,"""de sangue frio"," cruel""",A1,,,True,True
881,coldness,frescura,A1,noun,,,True,True
883,collapse,"""desmoronar"," vir abaixo""",A1,O ato de colapsar.,,False,True
884,collar,"""coleira"," colarinho""",A1,Qualquer coisa que circunda o pescoÃ§o.,,False,True
885,colleague,colega,A1,noun, academic faculty or other organization,,False,True
886,collect,coletar,A1,verb,,,True,True
887,college,faculdade,A1,noun,,,True,True
889,collision,colisÃ£o,A1,noun,,,True,True
891,colony,colÃ´nia,A1,noun,,,True,True
892,color,cor,A1,noun,,,True,True
893,color-blind,daltÃ´nico,A1,adjective,,,True,True
894,colorless,incolor,A1,adjective,,,True,True
896,comb,pentear,,,,,True,True
897,combat,combate,,,,,True,True
899,combine,"""combinar"," juntar""",A1,Uma colheitadeira,,False,True
900,come,vir [tambÃ©m particÃ­pio passado],A1,verb,,,True,True
904,comic,cÃ´mico,,,,,True,True
905,comics,"""gibi"," histÃ³ria em quadrinhos""",A1,Um comediante.,,False,True
906,command,ordem,A1,noun,,,True,True
907,commander,comandante,A1,noun,,,True,True
908,comment,comentar,,,,,True,True
909,commerce,comÃ©rcio,A1,noun,,,True,True
910,commercial,comercial,,,,,True,True
911,commission,comissÃ£o,A1,noun,,,True,True
912,commissioner,comissÃ¡rio,,,,,True,True
913,commit,"""comprometer-se",,,,,True,True
919,communicate,"""comunicar"," informar""",A1,Transmitir,,False,True
920,communism,comunismo,A1,noun,,,True,True
922,commute,"""ir diariamente para casa ou trabalho",,,,,True,True
924,companion,companhia,,,,,True,True
925,company,companhia [empresa,,,,,True,True
926,compare,comparar,A1,noun,,,True,True
927,comparison,comparaÃ§Ã£o,A1,noun,,,True,True
928,compass,bÃºssola,A1,noun,,,True,True
930,compensate,compensar,A1,verb,,,True,True
931,compete,competir,A1,verb, or reward,,False,True
